pmid	title	abstract
40229689	Assessing antibiotic residue presence in Turkey meat: insights from a four-box method analysis.	Contemporary poultry farming involves extensive antibiotic use, which could potentially pose health risks to consumers through antibiotic residues in animal-derived food products, especially meat. Recent decisions, particularly the ban on nearly all antibiotic feed additives utilized as growth promoters, have resulted in a decrease in their usage. Nonetheless, their essential role in therapy and their economic value are indisputable. This study evaluated the presence of antibiotic residues in marketed turkey meat using the four-box method. The analyses indicated that, of the 400 samples examined, the overall prevalence of contamination was 65.75%. Among the different types of antibiotics identified in the samples, β-lactam/tetracycline residues were the highest, with a prevalence of 41.44%. The analysis of different sample types revealed significant contamination rates in turkey organs, particularly the liver, with a contamination prevalence of approximately 83.75%, and the wing muscle, 78.75%. Two antibiotic families, β-lactam and tetracycline, were identified in the wing muscle and liver at frequencies of 44.44% and 43.28%, respectively. Regarding cross-contamination, positive samples exhibited contamination concurrently by a specific type of residue, with a notable rate of 58.19%. All analyzed organs exhibited contamination by multiple residue types, with varying contaminants present in different organs. The findings indicated varying detection rates of antibiotic residues in consumed turkey meat. These highlight the excessive use of antibiotics in the poultry industry, increasing consumer exposure to these residues'associated risks. Therefore, it is essential to implement stricter measures and monitoring systems regarding the use of antibiotics in poultry farming.
40229688	First responders' experiences with major earthquakes in Türkiye: a qualitative study of innovation needs and challenges.	The response phase is a phase of disaster management that begins when a disaster occurs. The experience of the First Responders who responded in the first days to the 2023 earthquake in Turkey, which killed more than fifty thousand people, is expected to inform and add value to the preparations for subsequent disasters.
40229687	Infection control rate in two-stage exchange for chronic periprosthetic joint infection: a retrospective cohort study focusing on antibiotic-free period.	Limited information is available regarding the impact of antibiotic holidays on the infection control rate of two-stage revisions for chronic periprosthetic joint infection (PJI). This study aims to evaluate the impact of an antibiotic holiday on the infection control rate after two-stage exchange for PJI.
40229685	Early detection of cognitive impairment in end-stage renal disease patients undergoing hemodialysis: insights from Resting-State functional connectivity analysis.	This study aims to investigate the characteristics of functional connectivity (FC) in neurologically asymptomatic patients with end-stage renal disease (ESRD) undergoing hemodialysis (HD) and experiencing cognitive impairment (CI).
40229684	Obstetric services preparedness among healthcare workers in maternal wards during COVID-19 pandemic.	The COVID-19 pandemic has been spreading rapidly since 2019, leading to devastating consequences worldwide, as well as putting healthcare providers at high risk. This study intends to assess the awareness and preparedness activities among maternal healthcare (MHC) workers and to determine factors that lead to obstetric services' preparedness in ten Government Hospitals in Selangor, Malaysia.
40229683	Migraine with and without aura-two distinct entities? A narrative review.	Migraine is a primary headache disorder, with a prevalence estimated at approximately 15% globally. According to the International Classification of Headache Disorders, 3rd edition (ICHD3), there are three significant types of migraine: migraine without aura (MO), migraine with aura (MA), and chronic migraine (CM), the former being the most common. Migraine diagnosis is based on official criteria specific to each type. Although a lot is already known about the origin of migraine aura, its pathophysiology is still an object of research.Long-term discussions have been held about MO and MA, with some evidence for the same underlying pathogenesis of both and other arguments against it. In this narrative review, we decided to analyse multiple factors from the perspective of similarities and differences between these two types of migraine. The aim was to understand better the bases underlying both types of migraine.Aspects such as genetics, molecular bases, relation with hormones, epidemiological and clinical features, neuroimaging, neurophysiology, treatment response, and migraine complications are covered to find similarities and differences between MO and MA. Although epidemiology shares similarities for both types, there are slight alterations in sex and age distribution. Genetics and pathogenesis showed some crucial differences. Conditions, such as vestibular symptoms and depression, were found to correlate similarly with both types of migraine. For some features, including increased cardiovascular risk, the tendency appeared to be the same; however, migraine types differ in the strength of correlation. Finally, in cases such as hormones, the influence has shown opposite directions. Therefore, although migraine with and without aura are considered two types of the same disease, more research should focus on their differences, thus finally enabling better specific treatment options for both types of migraine.
40229682	ALE reveals a surprising link between [Fe-S] cluster formation, tryptophan biosynthesis and the potential regulatory protein TrpP in Corynebacterium glutamicum.	The establishment of synthetic microbial communities comprising complementary auxotrophic strains requires efficient transport processes for common goods. With external supplementation of the required metabolite, most auxotrophic strains reach wild-type level growth. One exception was the L-trypton auxotrophic strain phaCorynebacterium glutamicum ΔTRP ΔtrpP, which grew 35% slower than the wild type in supplemented defined media. C. glutamicum ΔTRP ΔtrpP lacks the whole L-tryptophan biosynthesis cluster (TRP, cg3359-cg3364) as well as the putative L-tryptophan transporter TrpP (Cg3357). We wanted to explore the role of TrpP in L-tryptophan transport, metabolism or regulation and to elucidate the cause of growth limitation despite supplementation.
40229681	DCATNet: polyp segmentation with deformable convolution and contextual-aware attention network.	Polyp segmentation is crucial in computer-aided diagnosis but remains challenging due to the complexity of medical images and anatomical variations. Current state-of-the-art methods struggle with accurate polyp segmentation due to the variability in size, shape, and texture. These factors make boundary detection challenging, often resulting in incomplete or inaccurate segmentation. To address these challenges, we propose DCATNet, a novel deep learning architecture specifically designed for polyp segmentation. DCATNet is a U-shaped network that combines ResNetV2-50 as an encoder for capturing local features and a Transformer for modeling long-range dependencies. It integrates three key components: the Geometry Attention Module (GAM), the Contextual Attention Gate (CAG), and the Multi-scale Feature Extraction (MSFE) block. We evaluated DCATNet on five public datasets. On Kvasir-SEG and CVC-ClinicDB, the model achieved mean dice scores of 0.9351 and 0.9444, respectively, outperforming previous state-of-the-art (SOTA) methods. Cross-validation further demonstrated its superior generalization capability. Ablation studies confirmed the effectiveness of each component in DCATNet. Integrating GAM, CAG, and MSFE effectively improves feature representation and fusion, leading to precise and reliable segmentation results. These findings underscore DCATNet's potential for clinical application and can be used for a wide range of medical image segmentation tasks.
40229679	Correlation of rice yield based on RILs population QTL analysis.	Rice production has been a primary concern in crop quality breeding. In this study, India japonica variety M494 and indica variety Z9B were used as parents. Hybridization and selfing were conducted to obtain recombinant inbred lines (RILs) as the experimental material. The F<sub>3</sub> and F<sub>7</sub> populations were analyzed to determine six yield-related traits, including panicle length, effective panicle number, number of grains per panicle, seed setting rate, yield per plant, and grain density. QTL mapping of rice yield-related traits and tillering angle was performed using the SSR molecular marker linkage map, resulting in the identification of 19 QTLs controlling panicle length, grain number per panicle, effective panicle number, seed setting rate, grain density.Additionally, multiple regression analysis and path analysis were employed to investigate the relationship between different agronomic traits and rice yield in the F<sub>7</sub> population. An optimal regression equation, Y<sub>YPP</sub> = -24.515 + 0.694X<sub>PL</sub> + 1.273X<sub>PN</sub> + 0.007X<sub>PPG</sub> + 18.981X<sub>SSR</sub> was derived, and it was concluded that SSR was the trait with the greatest impact on YPP, followed by PL.
40229678	Sexually dimorphic gene expression responses of bovine embryos to the maternal microenvironment on day 13 of gestation.	Various studies have highlighted significant differences in developmental kinetics and sensitivity to developmental conditions between male and female bovine embryos. These differences are thought to be caused in part by the sexually dimorphic expression of genes located on the sex or autosomal chromosomes. However, little is known about the dimorphic gene expression patterns of bovine embryos at the initiation of elongation, which is one of the critical stages of development. Furthermore, to the best of our knowledge, there is little or no data available on the sexually dimorphic gene expression patterns in bovine embryos in relation to maternal environmental conditions during the initiation of elongation. Therefore, the main objective of this study was to investigate the sexually dimorphic gene expression responses of embryos to the maternal environment at the initiation of elongation in embryos developed in lactating dairy cows and nonlactating nulliparous heifers.
40229677	Improving data interpretability with new differential sample variance gene set tests.	Gene set analysis methods have played a major role in generating biological interpretations of omics data such as gene expression datasets. However, most methods focus on detecting homogenous pattern changes in mean expression while methods detecting pattern changes in variance remain poorly explored. While a few studies attempted to use gene-level variance analysis, such approach remains under-utilized. When comparing two phenotypes, gene sets with distinct changes in subgroups under one phenotype are overlooked by available methods although they reflect meaningful biological differences between two phenotypes. Multivariate sample-level variance analysis methods are needed to detect such pattern changes.
40229675	Prediction of neoadjuvant chemotherapy efficacy in breast cancer: integrating multimodal imaging and clinical features.	To assess the predictive value of combining DCE-MRI, DKI, IVIM parameters, and clinical characteristics for neoadjuvant chemotherapy (NAC) efficacy in invasive ductal carcinoma.
40229674	Exploration of CT-based discrimination and diagnosis of various pathological types of ground glass nodules in the lungs.	This study aims to examine the diagnostic usefulness of CT imaging in distinguishing between various pathological forms of lung ground-glass nodules (GGNs).
40229673	Epidemiological characteristics and genomic analysis of respiratory adenovirus in Jining City from February 2023 to July 2024.	Human adenovirus (HAdV) infection can cause high fever, pneumonia, and even death, posing a serious threat to human health. This study analyzes the epidemiological characteristics and genetic features of respiratory adenovirus in Jining City from February 2023 to July 2024.
40229671	Effect of an herbal gel for the prevention of radiation dermatitis-related symptoms: an open-label randomized clinical trial.	Radiation-induced dermatitis (RID) is the most frequent side effect of radiotherapy; however, no effective treatments are currently available. This study investigated the efficacy and safety of an herbal gel for preventing RID and associated symptoms in patients with cancer.
40229670	Factors associated with cognitive function outcomes among older adults in Kuwait: A cross-sectional study.	The number of people living with dementia and/or cognitive impairment worldwide is rising with a negative effect on quality of life for many older adults. This study aims to examine the factors associated with cognitive function among older adults in Kuwait.
40229669	Angiolymphoid hyperplasia with eosinophilia responded well to dupilumab in two cases.	Angiolymphoid hyperplasia with eosinophilia (ALHE) is a rare, benign vasoproliferative skin disorder. The overall efficacy of current treatments remains suboptimal with frequent recurrence. Recent studies have suggested the type-2 inflammation features of ALHE and emphasized the role of T cells, which calls for further validation.
40229668	Overview of migraine care, impact of the disease, and patient experience in France through patient voices: a cross-sectional and participatory survey study.	This study aims to improve the understanding of the patient journey via the perspectives of patients with migraine.
40229667	Correction: Safety and efficacy of mini-percutaneous nephrolithotomy in management of renal stones in pediatric age group.	NA
40229664	Kinetically Frozen Rheology of Agar-agar Hydrogels Upon a Change of Anions in the Hofmeister Series.	Hydrogels are materials in which water is present as the major component in a network of macromolecules, inorganic colloids or low molecular weight organogelators. To tune their viscoelastic properties, they can be crosslinked, making use of their chemical moieties, but most often with cytotoxicity issues. Another approach consists in modifying the intermolecular interactions of the gelator or its interactions with water. In this framework, playing with the nature of the used electrolyte becomes a popular approach. Even if many reports describe the influence of anions or cations in the Hofmeister series on the mechanical properties of hydrogels, very few investigate the possibility of modifying those properties in a reversible manner between two states characteristic of each electrolyte. Herein, it is shown that agar-agar hydrogels prepared in the presence of high ionic strength NaCl or NaSCN display strongly different mechanical properties and that a change in the nature of the electrolyte in the presence of the gel does not significantly change its storage and loss moduli. This lack of reversibility in the time scale of one day or more is shown to be related to the high inaccessibility of the water and ions present in the porous volume after the gel formation.
40229663	Establishing normative pinch and grip strengths across adult age groups in Singapore.	Pinch and grip strengths are vital indicators of upper limb function, musculoskeletal health, and general health. While most research has focused on older individuals, it is crucial to build normative data for younger populations. This cross-sectional study was conducted to determine the normative values for lateral pinch strength (LPS) and hand grip strength (HGS) in healthy adult Singaporeans.
40229662	Vernacular and discursive harm reduction: an ethnography of an online drug community.	In the context of online drug communities, the ethos of harm reduction comprises a set of ethical and practical principles that enable drug enthusiasts to shift stigma by normalizing certain behaviors to the detriment of others. The HR ethos is the dominant discourse in drug forums, which may give the impression that it is a natural expression of the online sociability of drug enthusiasts. However, according to the interactionist theory of deviance, there is a process behind the demarcation between deviance and normality; this would suggest that before becoming the dominant discourse, the HR ethos has had to assert itself in drug forums in the face of other attitudes. The study aimed to follow the progression of the HR ethos in an online drug community, in order to identify the process that led to both its generalization by the community's members and their labelling of deviant behavior within the community.
40229661	Estimating mutation rate and characterising single nucleotide de novo mutations in pigs.	Direct estimates of mutation rates in humans have changed our understanding of evolutionary timing and de novo mutations (DNM) have been associated with several developmental disorders in humans. Livestock species, including pigs, can contribute to the study of DNM because of their ideal population structure and routine phenotype collection. In principle, there is the potential for livestock populations to quickly accumulate new genetic variants because of short generation intervals and high selection intensity. However, the impact of DNM on the fitness of individuals is not known and with current genomic selection programs they cannot contribute to estimated breeding values. The aims of our project were to detect and validate single nucleotide DNM in two commercial pig breeding lines, estimate the single nucleotide mutation rate, and characterise DNM.
40229660	Empirical assessment of functional somatic disorder (FSD): frequency, applicability, and diagnostic refinement in a population-based sample.	Persistent and troublesome physical symptoms are common and can, regardless of their cause, greatly impair patients' quality of life. Reflecting complex brain-body interactions, they are observed across all healthcare specialties, commonly overlap across them, and receive inconsistent diagnoses. In response, the international research network EURONET-SOMA has proposed a diagnostic classification for persistent and troublesome symptoms entitled "functional somatic disorder (FSD)". Focusing on symptom patterns across organ systems, the FSD approach aims to enhance diagnosis, treatment, and healthcare access for patients. However, further research is needed to validate its effectiveness and clinical utility. This study assessed the frequency and applicability of the FSD proposal within a population-based sample.
40229659	Parenting behaviors and deviant peer affiliation among Chinese adolescents: the mediating role of psychological reactance and the moderating role of gender.	Given the negative impact of deviant peer affiliation on adolescent behavioral development, understanding its underlying mechanisms is essential. Drawing on social development model, psychological reactance theory and adolescent-limited delinquency theory, this study examined the relationship between parenting behaviors and adolescents' deviant peer affiliation, as well as the mediating role of reactance and the moderating role of gender. The research involved 1,822 high school students (M<sub>age</sub> = 15.28 years, SD<sub>age</sub> = 2.40) from two provinces in China. All students completed a face-to-face questionnaire administered in a computer room at their respective school. This study found that parental emotional warmth was negatively correlated with adolescent deviant peer affiliation. On the contrary, parental rejection and overprotection were positively correlated with adolescent deviant peer affiliation. Furthermore, the findings indicated that reactance significantly mediated the relationship between parental emotional warmth, rejection, overprotection, and deviant peer affiliation, with reactance fully mediating the relationship between parental overprotection and deviant peer affiliation. Finally, the gender of the adolescent was found to significantly moderate the relationship between parental rejection (β = -0.10, p =.04), emotional warmth (β = 0.16, p =.003) and deviant peer affiliation, although no moderation was observed regarding parental overprotection. These results suggest that various parenting behaviors employ complex mechanisms to influence adolescents' deviant peer affiliation, with reactance and gender differences playing pivotal roles. This study offers new insights into the mechanisms underlying adolescent deviant peer affiliation and underscores the importance of reducing deviant peer affiliation through interventions targeting reactance and parenting behaviors.
40229657	Characterization of Chiral Thiophene Multilayer 3D Polymers with AIE Properties for Environmental Monitoring of Chromium Ions.	This study reports the synthesis and characterization of novel thiophene-based multilayer 3D chiral polymers incorporating methoxy and octyloxy functional groups. These polymers exhibit unique fluorescence properties, including a pronounced aggregation-induced emission (AIE) phenomenon at a lower excitation wavelength than previously reported thiophene systems. Additionally, the polymers demonstrate remarkable sensitivity in detecting hexavalent chromium ions (Cr<sup>6+</sup>), a significant environmental pollutant. The interaction between the chiral polymers and Cr<sup>6+</sup> ions leads to measurable changes in fluorescence, highlighting their potential for applications in environmental monitoring and biosensing. Importantly, these polymers are effective in actual environmental water, where they maintain their selectivity for Cr<sup>6+</sup> ions despite the presence of competing metal ions. This enhanced selectivity further underscores their suitability for real-world applications. This work contributes to the field of chiral polymers and emphasizes their versatility in advanced sensing applications.
40229656	Barriers and facilitators of using tele-oncology in cancer care: a scoping review.	Identifying barriers and facilitators of tele-oncology adoption is essential in enhancing healthcare stakeholders' decision-making on its leverage. This study aims to review the existing literature on barriers and facilitators to understand this topic better.
40229655	Molecular identification and antifungal susceptibility profile of rare and emerging yeast species causing onychomycosis.	Onychomycosis is a nail infection caused by various fungal agents. In recent years, there has been an increase in cases of onychomycosis caused by rare fungi, which are often challenging to identify using conventional methods. Sometimes, these unusual species exhibit different antifungal susceptibility patterns compared to more common yeast species. Therefore, this study aimed to identify rare yeast species causing onychomycosis and assess their antifungal susceptibility profiles.
40229654	Correction: The annual feasibility and affordability of a healthy diet for families with children in Israel by income quintile and geographic area of residency.	NA
40229653	Hematopoietic stem cell state and fate in trained immunity.	Trained immunity serves as a de facto memory for innate immune responses, resulting in long-term functional reprogramming of innate immune cells. It enhances resistance to pathogens and augments immunosurveillance under physiological conditions. Given that innate immune cells typically have a short lifespan and do not divide, persistent innate immune memory may be mediated by epigenetic and metabolic changes in long-lived hematopoietic stem cells (HSCs) in the bone marrow. HSCs fine-tune their state and fate in various training conditions, thereby generating functionally adapted progeny cells that orchestrate innate immune plasticity. Notably, both beneficial and maladaptive trained immunity processes can comprehensively influence HSC state and fate, leading to divergent hematopoiesis and immune outcomes. However, the underlying mechanisms are still not fully understood. In this review, we summarize recent advances regarding HSC state and fate in the context of trained immunity. By elucidating the stem cell-intrinsic and extrinsic regulatory network, we aim to refine current models of innate immune memory and provide actionable insights for developing targeted therapies against infectious diseases and chronic inflammation. Furthermore, we propose a conceptual framework for engineering precision-trained immunity through HSC-targeted interventions.
40229652	Interventional effects of exercise on neuropathy in patients with diabetes: a systematic review with meta-analysis.	This study aims to systematically evaluate the effects of exercise interventions on neurological dysfunction in diabetic patients, addressing inconsistencies in existing research. It seeks to clarify the impact of different exercise parameters and patient characteristics on nerve function improvements, providing evidence for optimized intervention strategies.
40229651	Interactions between leukemia and feeders in co-cultivation under hypoxia.	Leukemia is driven by complex interactions within the inherently hypoxic bone marrow microenvironment, impacting both disease progression and therapeutic resistance. Co-cultivation of leukemic cells with feeder cells has emerged as a valuable tool to mimic the bone marrow niche. This study explores the interplay between human commercial SD-1 and patient-derived UPF26K leukemic cell lines with feeders - human fibroblasts (NHDF) and mesenchymal stem cells (hMSCs) under normoxic and hypoxic conditions.
40229650	"Evaluation of hepatobiliary disorders using magnetic resonance cholangiopancreatography in a low-resource setting in Kano, Nigeria: a retrospective study".	Biliary disorders are a major health concern in Nigeria, where magnetic resonance cholangiopancreatography (MRCP), a non-invasive imaging tool offering effective duct visualization without radiation, is emerging as a key diagnostic modality. This retrospective study in Kano explored its role in diagnosing biliary and pancreatic disorders.
40229649	Gallium nitrate inhibits multidrug-resistant Acinetobacter baumannii isolated from bloodstream infection by disrupting multiple iron-dependent metabolic processes.	Acinetobacter baumannii is a major pathogen in hospitals, causing a notable rise in bloodstream infections among inpatients. Its growing resistance to multiple drugs limits treatment options. This study aims to examine the antibacterial effects of gallium nitrate [Ga(NO<sub>3</sub>)<sub>3</sub>] against A. baumannii and elucidate the underlying molecular mechanism.
40229648	Associations between sarcopenia and domains of quality of life in older adults: a population-based cross-sectional study.	Sarcopenia is an age-related skeletal muscle disorder associated with deleterious health outcomes. Few studies have examined associations between sarcopenia and quality of life (QoL). Therefore, the purpose of this study was to determine whether sarcopenia is independently associated with specific domains of QoL.
40229646	Targeting kinases that regulate programmed cell death: a new therapeutic strategy for breast cancer.	Breast cancer is one of the most prevalent malignant tumors among women and ranks as the second leading cause of cancer-related deaths in females, primarily due to delays in diagnosis and shortcomings in treatment strategies. Consequently, there is a pressing need to identify reliable therapeutic targets and strategies. In recent years, the identification of effective biomarkers-particularly novel molecular therapeutic targets-has become a focal point in breast cancer research, aimed at predicting disease aggressiveness and monitoring treatment responses. Simultaneously, advancements in understanding the molecular mechanisms underlying cellular programmed death have opened new avenues for targeting kinase-regulated programmed cell death as a viable therapeutic strategy. This review summarizes the latest research progress regarding kinase-regulated programmed death (including apoptosis, pyroptosis, autophagy, necroptosis, and ferroptosis) in breast cancer treatment. It covers the key kinases involved in this mechanism, their roles in the onset and progression of breast cancer, and strategies for modulating these kinases through pharmacological interventions.
40229645	Effects of different grain types on nutrient apparent digestibility, glycemic responses, and fecal VFA content in weaned foals.	China's equine industry has shifted from traditional rough grazing to modern intensive farming, expanding the roles of horses into eventing, leisure, tourism, and meat and dairy production. Concurrently, equine nutrition has evolved from a forage-based diet to a more diverse regimen incorporating grain supplements to meet the heightened energy demands of intensive farming. However, nutrient digestibility and glycemic response vary considerably based on grain type, starch content, composition, and structural properties. Optimal grain selection is therefore essential for energy supplementation across developmental stages to sustain growth and performance. This study examines the impact of diets incorporating steam-flaked grains (corn, oats, and barley) on apparent nutrient digestibility, glycemic response, and fecal volatile fatty acid (VFA) composition in the weaned Kazakh foals.
40229644	Performance, safety and efficiency comparison between a 25G 20,000 and a 10,000 cuts per minute vitrectomy: a prospective randomized control study.	The aim of this study was to compare the safety and efficacy of 20,000 cuts per minute (cpm) with 10,000 cpm in vitreous cutters.
40229643	Enhancing beliefs and implementation of evidence-based practice among undergraduate nurses using a multi-component educational programme: a pre-post study.	Using evidence-based practice (EBP) is one of the core skills that students should have acquired by the end of their Bachelor of Science in Nursing (BSN). However, little is known about how their beliefs about EBP and their frequency of implementation relate to multi-component educational programmes on this topic. This study aims to investigate the impact of a multi-component educational programme on nursing students' beliefs about EBP and their frequency of implementation at the School of Health Sciences, HES-SO Valais.
40229642	Storytelling as narrative health promotion in community psychiatry: a quasi-experimental study.	Community-based psychiatric rehabilitation (CBPR) helps patients reintegrate into society while enabling them to live autonomously in supportive environments. CBPR uses multi-modal approach to address patients' needs in health, education, livelihood, empowerment and social functioning. In addition to pharmacotherapy, other interventions such as metacognitive training, lifestyle interventions, psychoeducation, arts therapy may be used to improve functioning and quality of life. Storytelling as a new intervention was implemented in a community-based rehabilitation setting with patients with mental health issues to test its feasibility and potential to improve life satisfaction.
40229641	Topology-Enhanced Machine Learning Model (Top-ML) for Anticancer Peptide Prediction.	Recently, therapeutic peptides have demonstrated great promise for cancer treatment. To explore powerful anticancer peptides, artificial intelligence (AI)-based approaches have been developed to systematically screen potential candidates. However, the lack of efficient featurization of peptides has become a bottleneck for these machine-learning models. In this paper, we propose a topology-enhanced machine learning model (Top-ML) for anticancer peptide prediction. Our Top-ML employs peptide topological features derived from its sequence "connection" information characterized by spectral descriptors. Our Top-ML model, employing an Extra-Trees classifier, has been validated on the AntiCP 2.0 and mACPpred 2.0 benchmark data sets, achieving state-of-the-art performance or results comparable to existing deep learning models, while providing greater interpretability. Our results highlight the potential of leveraging novel topology-based featurization to accelerate the identification of anticancer peptides.
40229640	The impact of online situational interventions on hostile attribution bias and emotion regulation difficulties: an empirical study from the perspective of crime prevention.	Adolescent aggression leading to crime is a growing global issue, and understanding its antecedents is crucial. Previous studies have shown that hostile attribution bias and difficulties in emotion regulation are significant psychological factors influencing aggression. However, traditional interventions are limited by time and space constraints. Online contextual interventions offer flexibility but have remained underutilized in this field. This study examines the predictive role of hostile attribution bias and difficulties in emotion regulation in adolescent aggression and explores the impact of online interventions on reducing these biases, assessing their potential for preventing adolescent crime.
40229639	A quasi-experimental comparison of Kolb and Peyton educational approaches on CPR knowledge and performance among nurses.	Many nurses lack adequate knowledge and skills in CPR. Studies have yielded varying results regarding the effectiveness of Kolb and Peyton education methods on nurses' performance in CPR.
40229638	An exploration of the perspectives of Dutch adults experiencing a genetic condition on human germline gene editing.	Views of people with a genetic condition are crucial in deliberations on human germline gene editing (HGGE), but their perspectives are at risk to be devalued due to epistemic injustice and insufficient attention for the possible sensitivities surrounding HGGE. This study set out to explore the perspectives of people dealing with a genetic condition regarding HGGE, and the possible sensitivities surrounding this topic. We conducted a 2-phase qualitative interview (N = 29) and focus group study (N = 9) on the perspectives of people with or carrying a genetic condition and family members regarding HGGE. Insights from the interviews were used in the organization of the focus groups. We included 38 persons who have experiences with 18 different genetic conditions. Three main themes were identified: personal deliberation on HGGE, HGGE in the context of reproductive decision making and the impact of HGGE on society. Participants stated discussing the topic was controversial, complicated and overwhelming. An informal setting with peer support helped them to process their thoughts and feelings. This study found three main conclusions. First, the perspectives on HGGE are highly influenced by the perception of a genetic condition as a burden or as part of an identity. Secondly, in the deliberation on HGGE, many participants experienced a conflict between accepting a genetic condition and taking action to mitigate potential harm. Thirdly, the subject and object of the deliberation on HGGE mattered: for whom and what for? Moreover, this study has yielded pragmatic recommendations to accommodate sensitivities around discussing HGGE.
40229637	Patterns and Correlates of Utilization of Mental Health Services, Distress, and Flourishing Among Academic Medical Trainees and Faculty Throughout the COVID Pandemic and Beyond.	The COVID pandemic struck after decades of high distress among clinicians, but little is known about their utilization of mental health services. This investigation examines peri-pandemic mental health services utilization by academic medical trainees and faculty, including levels of distress and flourishing among utilizers.
40229636	Quantitative T1 is sensitive to cortical remyelination in multiple sclerosis: A postmortem MRI study.	Remyelination of cortical lesions in people with multiple sclerosis (pwMS) has been shown to be extensive. In this work, we aimed to assess whether postmortem quantitative MRI (qMRI) can help detect those areas. We imaged six fixed whole brains of deceased pwMS by 3T-MRI using magnetization transfer ratio (MTR, 570 μm isotropic), myelin water fraction (MWF, 1000 μm isotropic), quantitative T1 (qT1, 670 μm isotropic), quantitative susceptibility mapping (QSM, 330 μm isotropic) and radial diffusivity (RD, 1300 or 1400 μm isotropic) maps. Immunohistochemistry for myelin proteins was performed in 129 tissue blocks including the cortex and enabled the detection of cortical demyelination (DM), cortical remyelination (RM), and normal-appearing cortex (NAC). We identified 25 DM, 25 RM, and for each of these areas, a corresponding NAC near the lesion. Wilcoxon paired tests showed that: (a) qT1 and RD were higher and QSM lower in DM versus NAC (all p < 0.001), whereas RD was higher and QSM lower in RM versus NAC (p = 0.048 and p < 0.01 respectively); (b) mean qT1 in RM did not differ from mean qT1 in NAC (p = 0.074); (c) MWF and MTR were not different between DM and RM. We compared the delta between DM versus NAC (∆DM) and the delta between RM versus NAC (∆RM) using a Mann-Whitney test, in which RM showed a partial recovery of qT1 only (∆qT1 DM > ∆qT1 RM, p = 0.045). Mixed-effect models confirmed the findings obtained using univariate analyses. qT1 and QSM, but not RD, correlated with MBP intensity (r = -0.28, p < 0.01 and r = 0.29, p < 0.01 respectively). A Bonferroni correction was performed for multiple testing. Our data show that qT1 is altered in demyelinated but not in remyelinated cortical areas, while QSM and RD are affected by any cortical abnormalities. Accordingly, qT1 might be considered a potential imaging biomarker of cortical RM.
40229635	Microbiome landscapes of the bladder, intestine, and vagina in bladder cancer: a systematic review.	Microbiomes have been linked to oncogenesis, e.g. the intestinal microbiome and colon cancer or HPV-associated cervical cancer. A connection between microbiomes of different body cavities and tumor oncogenesis was shown. The gut microbiome's influence on bladder cancer was established, raising the question whether nearby microbiomes (rectum, vagina) also influence bladder cancer due to their proximity.
40229634	Correction: Evolution of EEG Findings in Patients with Acute Brain Injury.	NA
40229633	COVID-19 Infection and Associated Outcomes in Patients with Nontraumatic Intracerebral Hemorrhage: Analysis of National Inpatient Sample 2020-2022.	Nontraumatic intracerebral hemorrhage (ICH) is a devastating form of stroke with high mortality and morbidity. The COVID-19 pandemic introduced additional complexities and challenges in managing ICH. This study evaluates the impact of concurrent COVID-19 infection on the demographics, outcomes, and resource use of patients with ICH. The primary outcome was in-hospital mortality, and secondary outcomes included neurological and systemic complications, length of stay, and cost of hospitalization.
40229632	Bridging the Global Divide: Advancing Traumatic Brain Injury Research Through Globally Representative Data.	Traumatic brain injury (TBI) is a significant global health issue, yet its impact is disproportionately borne by low-income and middle-income countries (LMICs), where higher exposure to risk factors and limited health care resources exacerbate the burden. Despite this, the majority of TBI research is derived from data sets curated in high-income countries (HICs), where research infrastructure and resources are more extensive. As a result, clinical guidelines for TBI management are primarily shaped by data from HICs, with little consideration for the distinct factors and health care challenges in resource-limited settings. This gap hinders the development of effective TBI management guidelines for LMICs, where unique circumstances and challenges such as injury mechanisms, prehospital care, comorbidities, and hospital resources must be considered. Nonetheless, HICs have the resources and infrastructure to collect data on variables that may not be as urgent in their own settings but are critical for understanding challenges in LMICs. Integrating these globally applicable variables into data sets from HICs is essential for facilitating more relevant cross-contextual comparisons and improving care in LMICs. Bridging this gap requires equitable collaboration with LMIC researchers to ensure their perspectives are prioritized and that research efforts contribute to the development of truly representative data sets. By fostering such collaborations, the global community can work toward evidence-based guidelines that reflect the diverse realities of TBI care, ultimately improving outcomes for patients worldwide.
