pmid	title	abstract
3037439	Delayed neurotoxicity after ingestion of carbamate pesticide.	We studied a patient who ingested 27 gm (500 mg/kg) of carbaryl (1-naphthyl N-methylcarbamate), a popular carbamate pesticide. After he recovered from acute cholinergic toxicity, acute weakness of arms and legs was accompanied by electrophysiologic findings consistent with axonal peripheral neuropathy. Recovery began at 1 week and continued for 9 months. A similar delayed neuropathy has been described with organophosphates but not with carbamate insecticides.
30419375	Study on neurotoxicity of dinotefuran, thiamethoxam and imidacloprid against Chinese lizards (Eremias argus).	The neurotoxicity of dinotefuran, thiamethoxam and imidacloprid against Chinese lizards (Eremias argus) were evaluated in acute oral exposure and 28d subchronic exposure. Dinotefuran was not easily metabolized and showed strong persistence in the lizard brain. Thiamethoxam and imidacloprid were rapidly absorbed and excreted in lizards, and were not easily enriched in the lizard brain. Dinotefuran and thiamethoxam could directly increase the concentrations of acetylcholine in the brain and blood by up-regulating the expression of the ach gene, which in turn enhanced the binding of acetylcholine and acetylcholinesterase receptors, eventually causing the release of dopamine. The effect of dinotefuran was more pronounced than thiamethoxam. Clothianidin was a major metabolite of thiamethoxam in the brain and aggravated the neurotoxic effects of thiamethoxam. Imidacloprid desnitro olefin was the only metabolite of imidacloprid that enriched in the brain. The protonation effect of imidacloprid desnitro olefin was stronger than that of the parent imidacloprid, which increased its binding ability to lizard acetylcholinesterase receptors. Competitive inhibition of imidacloprid desnitro olefin and acetylcholine led to the down-regulation of ach gene expression. Although neonicotinoids caused the opening of ligand-gated ion channel through the activation of acetylcholinesterase receptors, the body would alleviate these effects by the inhibition of voltage-dependent channel activity for compensatory mechanisms. This study provided a new perspective on the neotoxic effects of neonicotinoids.
30459330	Pendimethalin-induced oxidative stress, DNA damage and activation of anti-inflammatory and apoptotic markers in male rats.	Male Wistar rats were exposed to herbicide, pendimethalin (PND) at varying oral doses of 62.5, 125 and 250 mg/kg b.w. for 14 days. Toxiological effects were assessed in terms of oxidative stress, DNA damage, histopathological alterations and induction of anti-inflammatory and apoptotic responses linked Bax, Bcl-2, IFN-γ, TNF-α and caspase-3 gene expression. In comparison with respective untreated controls, all exposure groups of PND exhibited significant changes in the oxidative stress markers (protein carbonylation and lipid peroxidation) and antioxidant defenses (GSH, SOD, CAT and GST) in liver and kidney tissues. The histopathological changes including leucocyte infiltration, pyknotic nuclei, necrosis, large bowman's space, shrinked renal cortex, were observed in the liver and kidney tissues of PND exposed rats. Significant DNA damage was recorded through comet assay in liver and kidney cells of treated animals as compared to control. Alteration in anti-inflammatory and apoptotic genes expression determined by RT-PCR, revealed the activation of intrinsic apoptotic pathway(s) under the PND induced cellular stress. A pronounced increase in Bax expression, caspase-3 activities and decreased Bcl-2 expressions were also associated with PND-induced apoptosis. Data from this study suggests that PND induces cellular toxicity and genetic perturbations which can alter the normal cellular and physiological functioning in rats.
3083676	Subacute neurotoxicity following long-term exposure to carbaryl.	Carbaryl, a widely used insecticide, is reputed to have a wide safety margin. It can induce acute cholinesterase poisoning, which is rapidly reversible on discontinuation of exposure. Long-term sequelae from long-term exposure have not previously been described in humans. This report describes the experience of a 75-year-old man who had long-term excessive exposure to carbaryl and in whom a debilitating syndrome, including headaches, memory loss, proximal muscle weakness, muscle fasciculation, muscle cramps, and anorexia with marked weight loss, developed. At the time of diagnosis, serum pseudocholinesterase levels were low, and his major symptoms resolved on termination of exposure. Late clinical features were sleep apnea and progressive development of a peripheral neuropathy. The difficulty in diagnosing the cause of a group of relatively nonspecific symptoms raises the question of whether chronic carbaryl neurotoxicity might be occurring more frequently than previously suspected.
31266377	Comparative acute toxicity of two phytosanitary molecules, lambda-cyhalothrin and acetamiprid, on Nile Tilapia (<i>Oreochromis Niloticus</i>) juveniles.	This study aimed to compare the toxicity for fish of two active ingredients (lambda-cyhalothrin-20 g L<sup>-1</sup>, a pyrethroid, and acetamiprid-15 g L<sup>-1</sup>, a neonicotinoid) which are components of a commercial insecticide (Acer 35 EC) used in cotton crop in many West African countries. The juveniles of <i>Oreochromis niloticus</i> (4.01 ± 0.34 g, mean body weight) were exposed for 96 h to increasing concentrations of active ingredients (lambda-cyhalothrin and acetamiprid) or a mixture similar to Acer 35 EC (composed by 20 g of chemical compound lambda-cyhalothrin and 15 g of acetamiprid dissolved in 1 L of acetone). The experiments were carried out under controlled conditions in aquaria according to OECD Guidelines. During the experiments, the behavioral responses (loss of balance, color change, hyperactivity, etc.) that usually precede death were observed in exposed fish. Mortalities were recorded in each aquarium and the LC<sub>50</sub>-96h of each chemical was determined. The LC<sub>50</sub>-96h obtained were respectively 0.1268, 0.0029, 182.9 and 0.5685 ppm for Acer 35 EC, lambda-cyhalothrin, acetamiprid and mixture. All insecticides used in this study had profound impact on Nile tilapia behavior which may confirm the neurotoxicity of each single active compound as well as of their mixture.
31891846	Neonicotinoid insecticides exposure cause amino acid metabolism disorders, lipid accumulation and oxidative stress in ICR mice.	Neonicotinoids are increasingly being used for pest control, and their potential health risks are now receiving attention. In this study, the toxic effects of three neonicotinoids (dinotefuran, nitenpyram and acetamiprid) were evaluated in ICR mice. After 30 days of exposure to neonicotinoids (1/200 LD50), oxidative stress levels, biochemical parameters, free fatty acids contents, and <sup>1</sup>H NMR-based hepatic metabolomics were tested. All treatment groups showed signs of amino acid metabolism disorders especially elevated branched chain amino acids and phenylalanine. Furthermore, animals exposed to neonicotinoids had elevated lipid levels, which induced oxidative stress. Overall, we found that oxidative stress is a common toxic effect of exposure to neonicotinoids. In addition, lipid accumulation induced by amino acid metabolism disorder may be the cause of oxidative stress. Our results further our understanding of the toxicological effects of neonicotinoids on mammals.
31916150	Protective effects of melatonin and vitamin E in acetamiprid-induced nephrotoxicity.	Investigation of probable toxic effects of acetamiprid (ACMP) on kidney and comparative analysis of the probable protective effects of vitamin E and melatonin were conducted in the present study. The ethics committee approval was obtained from Inonu University Medical Faculty Ethics Committee. Fifty Balb-c mice were randomly assigned to control, corn oil, ethyl alcohol, ACMP, ACMP + melatonin, ACMP + vitamin E, and ACMP + melatonin + vitamin E groups. At the end of the experiments, rat kidney tissues were incised under anesthesia. Blood samples and kidney tissues were examined. After 21 days of ACMP administration, it was observed that malondialdehyde (MDA), total oxidant status (TOS), BUN, creatinine, IL-6, IL-1β, and TNF-α levels, histopathological damage, and Caspase-3 immunoreactivity scores increased, and glutathione (GSH), superoxide dismutase (SOD), catalase (CAT), and total antioxidant status (TAS) levels decreased, and histopathological damages were observed. Melatonin and vitamin E administration led to improvements in oxidative stress parameters, renal functions, inflammatory markers, and histopathological findings. ACMP administration led to nephrotoxicity in rat kidney tissues. Although melatonin and vitamin E administrations were effective on ACMP nephrotoxicity separately, co-administration of both was quite effective. Concomitant use of melatonin and vitamin E could be effective on prevention of toxicity.
31935421	Trophoblast toxicity of the neonicotinoid insecticide acetamiprid and an acetamiprid-based formulation.	The neonicotinoid (Neo) insecticide family is a relatively new class of pesticides of growing use. There is an increasing concern that human exposure to environmental pollutants in utero may be associated with diseases in adulthood. A functional placenta and trophoblasts are a requisite for a healthy pregnancy. The aim of this study was to investigate whether the Neo Acetamiprid (Ace) and one of its commercial formulations (Ace CF) display toxic features to a human first trimester trophoblast cell line. HTR-8/SVneo cells were cultured in the presence of Ace or Ace CF (0.1-100 μM) for 4 and 24 h, and changes in cell viability, reactive oxygen species, antioxidant system and macromolecule damage levels were evaluated. Ace and Ace CF are cytotoxic for HTR-8/SVneo trophoblasts. Cell viability loss and oxidative imbalance were triggered by Ace and Ace CF treatments. Impact in the antioxidant enzymes catalase, superoxide dismutase and gluthatione S-transferase activities were observed after 24 h exposure to Ace CF. Moreover, Ace CF caused oxidative damage in proteins, lipids and DNA, whereas Ace only damaged proteins. To test oxidative stress as a toxicity mechanism, cells were pre-incubated with the antioxidant N-acetyl-l-cysteine (NAC), prior Neo treatment. NAC protected trophoblasts from cell death and prevented oxidative damage. Results demonstrate that Ace (as active principle or CF) is cytotoxic for human trophoblasts, and oxidative stress is a toxicity mechanism. Ace CF exhibited a more toxic effect than the active principle, in an identical exposure scenario.
32396780	Joint toxicity of two phytosanitary molecules, lambda-cyhalothrin and acetamiprid, on African catfish (<i>Clarias gariepinus</i>) juveniles.	This study was designed to evaluate the acute toxicity of acetamiprid (neonicotinoid) and lambda-cyhalothrin (pyrethroid), individually and mixtures (Act-LCh mixture and Acer 35 EC®, 15 g/L of acetamiprid and 20 g/L of lambda-cyhalothrin) in African catfish juveniles (3.35 ± 0.75 g). The tests were conducted in the laboratory under semi-static conditions according to OECD Guideline 203. Mixture toxicity effects as a function of lethal concentrations were assessed using the additive index (AI) method. Acetamiprid with 96 h-LC<sub>50</sub> = 265.7 ppm can be considered to be nontoxic for this species. However, lambda-cyhalothrin was highly toxic to <i>C. gariepinus</i> with 96 h-LC<sub>50</sub> = 0.00083 ppm. Acer 35 EC<sup>®</sup> was less toxic (96 h-LC<sub>50</sub> = 0.21 ppm) than the Act-LCh mixture (96 h-LC<sub>50</sub> = 0.043 ppm). Marked changes indicating nervous system damage were also recorded. An antagonistic effect was shown for lethal concentrations leading to 5 to 15% mortality in 96 hours (96 h-LC<sub>5-15</sub>) while an additive effect was obtained for the 96 h-LC<sub>20-50</sub>. The results indicate that ecological risk assessment of these molecules in aquatic environments should consider their contamination levels. Moreover, particular attention to behavior changes related to their neurotoxicity is recommended for additional monitoring of the negative effects of these insecticides.
32443284	Does pendimethalin develop in pancreatic cancer induced inflammation?	Pendimethalin, one of the dinitroaniline group herbicides, is applied for controlling weeds in cereals, legumes and vegetable crops, and has been classified as possible human carcinogen. It is indicated that pendimethalin should arise risks of developing some cancer types; however, there is no data on the effects of pendimethalin on pancreatic cancer-induced inflammation. Injuries resulting from by acute pancreatitis attacks and inflammation are significant factors in the development of pancreatic cancer. Therefore, we investigated whether pendimethalin triggers inflammation as a mechanism of pancreatic cancer development. Parameters related to pancreatic activation, oxidative stress, and inflammation were measured in the human pancreatic (PANC-1) cell line. In the range of 0-100 μM, the levels of chymotrypsin decreased. It should be indicated that the reason for the decrease in chymotrypsin may be the high rates of cell death (20%) observed in the high concentration levels. We observed that pendimethalin significantly induced oxidative damage, while levels of interleukin-6 (IL-6) and interleukin-8 (IL-8) did not change. The obtained results may draw attention to the usage and possible toxic effect of pendimethalin due to oxidative damage induction; however, detailed inflammation mechanisms and other cancer pathways should be investigated.
32454683	The Apoptotic and Anti-apoptotic Effects of Pendimethalin and Trifluralin on A549 Cells <i>In Vitro</i>.	Pendimethalin and trifluralin are commonly used in many countries to control broadleaf weeds and grassy weed species because of their inhibitor effects on growth and cell division. In this study, we examined the apoptotic and anti-apoptotic potentials of pendimethalin and trifluralin on A549 human non-small lung cancer cells with several concentrations <i>in vitro</i>.
32515618	Evaluation of genotoxicity induced by herbicide pendimethalin in fresh water fish <i>Clarias batrachus</i> (linn.) and possible role of oxidative stress in induced DNA damage.	The present study was carried out in fish <i>Clarias batrachus</i> to evaluate the genotoxicity induced by herbicide pendimethalin and to find out the role of oxidative stress in induced DNA damage. The LC<sub>50</sub> value (96 h) of pendimethalin was determined (3.55 mg/L) and based on this, sub lethal test concentrations were calculated as SL-I (1/20th LC<sub>50</sub>), SLII (1/15th LC<sub>50</sub>) and SL-III (1/10th LC<sub>50</sub>) to which fish were exposed for 30, 45 and 60 days. Maximum DNA damage was observed in fish exposed to highest concentration of herbicide and for a particular concentration maximum damage occurs after 30 days then a time dependent decrease was observed. After 30 days the SOD and CAT activity was found to be significantly increased with respect to the control group while it was significantly decreased after 45 and 60 days as compared to 30 days of exposure. Level of lipid peroxidation in pendimethalin exposed fish followed the same pattern. GR activity remained same for all duration of herbicide exposure. The DNA damage is due to ROS generated by the metabolism of herbicide which is evident by alteration in LPO and anti-oxidant enzyme activities accompanied by incidence of DNA damage in a similar way. It can also be concluded that for pendimethalin genotoxicity testing <i>C. batrachus</i> can be used as model organism and comet assay and micronucleus test as effective tools.
32638493	Loss of trifluralin metabolic resistance in Lolium rigidum plants exposed to prosulfocarb recurrent selection.	Resistance to the dinitroaniline herbicide trifluralin in Lolium rigidum (annual ryegrass) often is mediated by the enhanced capacity to metabolize the herbicide to less toxic polar conjugates and/or by functionally recessive target-site mutations in α-tubulin.
32738377	Assessing the combined toxicity effects of three neonicotinoid pesticide mixtures on human neuroblastoma SK-N-SH and lepidopteran Sf-9 cells.	Neonicotinoid insecticides have been widely used in plant protection against pests worldwide. Generally, more than one neonicotinoids are detected in plants and foods, and such mixtures may show combined toxicity and increase the risk for both insects and higher organisms. In this study, the combined toxicity of imidacloprid (IM), acetamiprid (AC) and thiamethoxam (TH) was investigated using human neuroblastoma cell line (SK-N-SH) and lepidopteran cell line (Sf-9). Results showed that binary and ternary mixtures could enhance the inhibition of growth of both SK-N-SH and Sf-9 cells at low doses. In SK-N-SH cells, based on CompuSyn software analysis, all the mixtures of IM+AC, IM+TH, AC+TH and IM+AC+TH showed synergistic effects at concentrations < 50 mg/L, but IM+AC, IM+TH showed antagonistic effects at higher concentrations. For Sf-9 cells, all mixtures revealed synergistic effects at low concentrations (< 0.1 mg/L) except IM+AC, showing antagonism at higher concentrations (> 0.5 mg/L). The toxicity thresholds of mixtures denoted by BMDL<sub>10</sub> values were all lower than those for single pesticides and the combined BMDL<sub>10</sub> value of AC+TH was the lowest one. It is concluded that the co-occurrence of several neonicotinoid insecticides may enhance their toxicity and aggravate the health risk for both insects and human.
32816635	Pesticide exposure and risk of cardiovascular disease: A systematic review.	The increase in pesticide consumption has a negative health impact. Studies point to an association between exposure to pesticides and cardiovascular disease (CVD), one of the leading causes of world mortality. This review synthesize evidence on the association between occupational exposure and environmental contamination by pesticides with CVDs from 1750 references databases (EBSCO, Medline, Science Direct, Scielo, Lilacs and Ovid) without date or language restriction. Selected 24 articles by PRISMA and Downs & Black methodologies, were included from inclusion criteria: original studies (case-control, cohort or cross-sectional design); clear CVD definition and exposure to pesticides; representative sample of the target population. The results show the occupational exposure to pesticides chlorpyrifos, coumafos, carbofuran, ethylene bromide, mancozeb, ziram, metalaxyl, pendimethalin and trifluralin was associated a risk of 1.8 to 3.2 for acute myocardial infarction. Primaphos, fenitrothion, malathion and deltamethrin pesticides were associated with a blood pressure increase. Environmental contamination by tetrachlorodibenzo-p-dioxin was associated with CVD with risk of 1.09 to 2.78 and organochlorine, 1.19 to 4.54; heavy metals, arsenic, trimethylarsine and dimethylarsinic acid with atherosclerosis and systemic arterial hypertension. These findings point to the association between exposure to pesticides and CVD, signaling the importance of greater rigor in the public policy related to pesticides.
33268085	Chronic effects of a binary insecticide Acer 35 EC on Nile tilapia Oreochromis niloticus through a multi-biomarker approach.	Acer 35 EC is a widely used insecticide (a binary mixture of lambda-cyhalothrin and acetamiprid) in pest control in many West African countries, particularly in the cotton culture in north Benin. The aim of this study was to investigate the chronic effects of Acer 35 EC on Nile tilapia Oreochromis niloticus juveniles using a multi-biomarker approach under laboratory conditions. For this purpose, fish were exposed to sublethal concentrations of Acer 35 EC (0, 1 and 10% of LC<sub>50</sub>- 96 h value). After 28 and 56 days of exposure, several biomarkers were measured in males and females including enzymatic activities related to detoxification and oxidative stress, neurotoxicity and immune responses, sex steroid hormones (testosterone, 17β-estradiol and 11-keto-testosterone) and histological alterations of liver, kidney and gonads. An Integrated Biomarker Response (IBR) was then calculated. The results showed a reduction of cholinesterase activity in muscles, and intercellular superoxide anion production in both sexes. Female steroidogenesis and gametogenesis were affected, especially testosterone levels and oocyte growth. More alterations were observed in liver after exposure to Acer 35 EC. In both sexes, IBR values were higher after 56 days than after 28 days of exposure. In conclusion, based on a large set of biomarkers and IBR values, the chronic exposure to low doses of insecticide Acer 35 EC seems to impair different physiological functions in Nile tilapia juveniles on a time-dependent manner, with a stronger impact on females than on males.
33288284	Acute neurotoxicity evaluation of two anticholinesterasic insecticides, independently and in mixtures, and a neonicotinoid on a freshwater gastropod.	Neurotoxic insecticides are ubiquitous in aquatic ecosystems, frequently as part of complex mixtures. Freshwater gastropods are generally underrepresented in neurotoxicity evaluations and cumulative toxicity testing. This study investigates the behavioural and biochemical effects of acute exposures to the carbamate carbaryl, the organophosphate chlorpyrifos, and the neonicotinoid acetamiprid on the freshwater gastropod Chilina gibbosa. First, we evaluated behavioural neurotoxicity and cholinesterase (ChE), carboxylesterase (CE), and glutathione S-transferase (GST) activities in acute (48h) single-chemical exposures to increasing concentrations of carbaryl (0.5-500 μg L<sup>-1</sup>), chlorpyrifos (10-7500 μg L<sup>-1</sup>), and acetamiprid (1-10000 μg L<sup>-1</sup>). We then studied the effects of acute (48h) exposures to binary mixtures of carbaryl and chlorpyrifos equivalent to 0.5, 1, and 1.5 ChE 48h-IC<sub>50</sub>. None of the insecticides caused severe behavioural neurotoxicity, except for a significant lack of adherence by 5000 μg L<sup>-1</sup> chlorpyrifos. Carbaryl caused concentration-dependent inhibition of ChEs (NOEC 5 μg L<sup>-1</sup>; 48h-IC<sub>50</sub> 45 μg L<sup>-1</sup>) and CEs with p-nitrophenyl butyrate as substrate (NOEC 5 μg L<sup>-1</sup>; 48h-IC<sub>50</sub> 37 μg L<sup>-1</sup>). Chlorpyrifos caused concentration-dependent inhibition of ChEs (NOEC 50 μg L<sup>-1</sup>; 48h-IC<sub>50</sub> 946 μg L<sup>-1</sup>) but did not affect CEs (NOEC ≥7500 μg L<sup>-1</sup>). Carbaryl-chlorpyrifos mixtures inhibited ChEs additively, inhibited CEs with p-nitrophenyl butyrate, and did not affect behaviour. GST activity was not affected by single or mixture exposures. Acute exposure to acetamiprid did not affect any of the endpoints evaluated. This study provides new information on carbaryl, chlorpyrifos, and acetamiprid toxicity on C. gibbosa, relevant to improve gastropod representation in ecotoxicological risk assessment.
33485224	Assessment of the in vivo genotoxicity of pendimethalin via mitochondrial bioenergetics and transcriptional profiles during embryogenesis in zebrafish: Implication of electron transport chain activity and developmental defects.	Pendimethalin, an herbicide used to control weeds, acts by inhibiting plant cell division and mitosis. Several studies have reported the detrimental effects of pendimethalin on non-target organisms. It has been found to be especially toxic to aquatic life. Additionally, there is some evidence that pendimethalin induces mitochondrial stress. However, none of the studies have provided information about the functional defects in mitochondria and toxicity during embryogenesis. In this study, we evaluated the impact of pendimethalin on the electron transport chain (ETC) activity and mitochondrial complexes via in vivo screening of oxidative phosphorylation and transcriptional profiles in zebrafish embryos. The results showed that pendimethalin interferes with mitochondrial complexes I and V, which inhibit embryo energy metabolism, thereby leading to developmental defects. Transgenic zebrafish, fli1:eGFP and olig2:dsRed, were used to confirm pendimethalin-induced functional depletion in neurogenesis and vasculogenesis during embryo development. This study provides new insights into the methodology of environmental assessment of biohazard chemicals that target ETC activity in mitochondria. Additionally, the results suggest that real-time respiratory and metabolic monitoring in zebrafish will be useful for the genotoxicity assessment of environmentally hazardous substances and may be used as an alternative model for the control of aquatic environmental pollutants.
33639551	Acute toxicity, accumulation and sublethal effects of four neonicotinoids on juvenile Black Tiger Shrimp (Penaeus monodon).	Neonicotinoid pesticides have been detected in aquatic habitats, and exposure may impact the health of aquatic organisms such as commercially-important crustaceans. Black Tiger Shrimp (Penaeus monodon) is a broadly distributed and high-value shrimp species that rely on estuaries for early life stages. Differences in the acute toxicity and accumulation of different neonicotinoids in tissues of commercial crustaceans have not been widely investigated. This study compared acute toxicity, uptake, and depuration of four neonicotinoids; thiamethoxam, clothianidin, acetamiprid, and imidacloprid, on juvenile P. monodon and their effects on enzyme biomarkers. Acute toxicity (48-h LC<sub>50</sub>) was determined as 190 μg L<sup>-1</sup> (clothianidin), 390 μg L<sup>-1</sup> (thiamethoxam), 408 μg L<sup>-1</sup> (imidacloprid), and >500 μg L<sup>-1</sup>(acetamiprid). To assess uptake and elimination, shrimp were exposed to a fixed 5 μg L<sup>-1</sup> water concentration for eight days (uptake) or four days of exposure followed by four days of depuration (elimination). Neonicotinoid water and tissue concentrations were measured by liquid chromatography-mass spectrometry following solid-phase extraction and QuEChER extraction respectively. The lower toxicity associated with acetamiprid could be associated with lower accumulation in the tissue, with concentrations remaining below 0.01 μg g<sup>-1</sup>. The activity of acetylcholinesterase, catalase and glutathione S-transferase in abdominal tissues was determined by spectrophotometric assay, with significant sublethal effects detected for all four neonicotinoids. Depuration reduced the tissue concentration of the active ingredient and reduced the activity of oxidative stress enzymes. Given acetamiprid showed no acute toxicity and reduced impact on the enzymatic activity of P. monodon, it may be an appropriate alternative to other neonicotinoids in shrimp producing areas.
33641563	Tissue-specific toxicity of clothianidin on rainbow trout (<i>Oncorhynchus mykiss</i>).	This study was performed to investigate the tissue-specific effects of clothianidin on <i>Oncorhynchus mykiss</i> by evaluating the biochemical and histological alterations following 21 days of treatment to environmentally relevant concentrations of 3, 15, and 30 µg/L. The emerged behavioral changes in feeding and swimming performance were considered as adaptive responses to avoid the chemical. The toxic effect of pesticide on nervous system and osmoregulation was evidenced with the inhibition of AChE and Na<sup>+</sup>K<sup>+</sup>-ATPase. The sustained lipid peroxidation, ranging from muscle (196%) > brain (154%) > gill (140%) > kidney (129%), might be suggested as a mechanism mediating the inhibition of membrane-bound enzymes. Histological evaluation showed clothianidin-induced lesions appearing as necrosis, atrophy, and edema in muscle, hyperplasia, and hypertrophy causing shortening and fusion of the secondary lamellae in gill, vacuolization, and hydropic degeneration in brain, degeneration of tubular epithelium, and existence of melanomacrophage centers in kidney. The pronounced degenerative changes observed in gill indicate the vulnerability of tissue possibly due to its role as first contact and entry point for the pesticide. Consequently, clothianidin exerted its toxic effects by altering normal behavior, causing neurotoxicity and disturbing osmoregulation. Moreover, the imposed stress was responded in a tissue-specific manner and histological lesions become more severe with increasing concentration. The findings clearly reveal the potential threat caused by environmentally relevant concentrations of clothianidin to early life stages of fish.
33706242	Pendimethalin induces apoptosis in testicular cells via hampering ER-mitochondrial function and autophagy.	Pendimethalin (PDM) is a dinitroaniline crop pesticide that is extensively utilized worldwide. However, the reproductive toxicity and cellular mechanisms of PDM have not been identified. Therefore, we elucidated the adverse effects of PDM on the reproductive system using mouse testicular Leydig and Sertoli cells (TM3 and TM4 cells, respectively). Our results demonstrated that PDM suppressed the viability and proliferation of TM3 and TM4 cells. Additionally, PDM induced cytosolic calcium upregulation and permeabilization of mitochondrial membrane potential in both TM3 and TM4 cells. We also verified that PDM activates the endoplasmic reticulum (ER) stress pathway and autophagy. Furthermore, we confirmed that activation of ER stress and autophagy were blocked by 2-aminoethoxydiphenyl borate (2-APB) treatment. Finally, we confirmed PDM-induced cell cycle arrest and apoptosis in TM3 and TM4 cells. Thus, we first demonstrated that PDM impedes the survival of testis cells, and further, their function.
33778899	Functional alterations by a subgroup of neonicotinoid pesticides in human dopaminergic neurons.	Neonicotinoid pesticides, originally developed to target the insect nervous system, have been reported to interact with human receptors and to activate rodent neurons. Therefore, we evaluated in how far these compounds may trigger signaling in human neurons, and thus, affect the human adult or developing nervous system. We used SH-SY5Y neuroblastoma cells as established model of nicotinic acetylcholine receptor (nAChR) signaling. In parallel, we profiled dopaminergic neurons, generated from LUHMES neuronal precursor cells, as novel system to study nAChR activation in human post-mitotic neurons. Changes of the free intracellular Ca<sup>2+</sup> concentration ([Ca<sup>2+</sup>]<sub>i</sub>) were used as readout, and key findings were confirmed by patch clamp recordings. Nicotine triggered typical neuronal signaling responses that were blocked by antagonists, such as tubocurarine and mecamylamine. Pharmacological approaches suggested a functional expression of α7 and non-α7 nAChRs on LUHMES cells. In this novel test system, the neonicotinoids acetamiprid, imidacloprid, clothianidin and thiacloprid, but not thiamethoxam and dinotefuran, triggered [Ca<sup>2+</sup>]<sub>i</sub> signaling at 10-100 µM. Strong synergy of the active neonicotinoids (at low micromolar concentrations) with the α7 nAChR-positive allosteric modulator PNU-120596 was observed in LUHMES and SH-SY5Y cells, and specific antagonists fully inhibited such signaling. To provide a third line of evidence for neonicotinoid signaling via nAChR, we studied cross-desensitization: pretreatment of LUHMES and SH-SY5Y cells with active neonicotinoids (at 1-10 µM) blunted the signaling response of nicotine. The pesticides (at 3-30 µM) also blunted the response to the non-α7 agonist ABT 594 in LUHMES cells. These data show that human neuronal cells are functionally affected by low micromolar concentrations of several neonicotinoids. An effect of such signals on nervous system development is a toxicological concern.
34029839	Association between pesticide exposure and colorectal cancer risk and incidence: A systematic review.	Studies investigating the association between pesticide exposure and colorectal cancer (CRC) risk have been inconclusive.
34280841	Cardiac toxicity assessment of pendimethalin in zebrafish embryos.	Pendimethalin (PND) is one of the best sellers of selective herbicide in the world and has been frequently detected in the water. However, little is known about its effects on cardiac development. In this study, we used zebrafish to investigate the developmental and cardiac toxicity of PND. We exposed the zebrafish embryos with a serial of concentrations at 3, 4, and 5 mg/L at 5.5-72 h post-fertilization (hpf). We found that PND exposure can reduce the heart rate, survival rate, and body length of zebrafish embryos. Furthermore, we identified many malformations including pericardial and yolk sac edema, spinal deformity, and cardiac looping abnormality. In addition, PND increased the expression of reactive oxygen species and malondialdehyde and reduced the activity of superoxide dismutase (Antioxidant enzymes); We examined the expression of cardiac development-related genes and the apoptosis markers, and found changes of the following marker: vmhc, nppa, tbx5a, nkx2.5, gata4, tbx2b and FoxO1, bax, bcl-2, p53, casp-9, casp-3. Our data showed that activation of Wnt pathway can rescue the cardiac abnormalities caused by PND. Our results provided new evidence for the toxicity of PND and suggested that the PND residual should be treated as a hazard in the environment.
34351280	Associations of neonicotinoids with insulin and glucose homeostasis parameters in US adults: NHANES 2015-2016.	Neonicotinoids are replacement insecticides increasingly used for organophosphates, methylcarbamates, and pyrethroids. Experimental evidence suggests neonicotinoids may affect glucose metabolism and insulin secretion through pancreatic β cell dysfunction, oxidative stress, and inflammation. However, no epidemiologic study has investigated neonicotinoids as potential diabetogens. We examined associations between neonicotinoids with insulin and glucose homeostasis parameters among 1381 non-diabetic adults in the National Health and Nutrition Examination Survey (2015-2016). Urinary concentrations of acetamiprid, clothianidin, imidacloprid, N-desmethyl-acetamiprid, and 5-hydroxy-imidacloprid were quantified. Fasting plasma glucose, insulin, and hemoglobin A<sub>1c</sub> (HbA<sub>1c</sub>) were assessed. Insulin resistance was defined as a homeostatic model assessment of insulin resistance ≥2.5. We used weighted linear and logistic regression to estimate associations between detectable neonicotinoids with insulin and glucose homeostasis parameters compared to non-detectable neonicotinoid concentrations. Weighted detection frequencies for imidacloprid, 5-hydroxy-imidacloprid, and N-desmethyl-acetamiprid were 4.4 %, 21.5 %, and 32.8 %, respectively. Detectable imidacloprid (β = -4.7 μIU/mL, 95 % confidence interval [CI] -8.5, -0.8) and 5-hydroxy-imidacloprid (β = -2.4 μIU/mL, 95 % CI -4.6, -0.2) were associated with lower fasting plasma insulin levels. Individuals with detectable 5-hydroxy-imidacloprid had lower odds of insulin resistance (odds ratio [OR] = 0.3, 95 % CI 0.2, 0.7). We observed evidence of sexually dimorphic associations between N-desmethyl-acetamiprid with glucose (p<sub>int</sub> = 0.079) and 5-hydroxy-imidacloprid with HbA<sub>1c</sub> (p<sub>int</sub> = 0.038), with patterns suggesting positive associations in males and negative associations in females. Associations between 5-hydroxy-imidacloprid and insulin were modified by body mass index (BMI) (p<sub>int</sub> = 0.013). We additionally observed age modified associations between 5-hydyroxy-imidacloprid and glucose (p<sub>int</sub> = 0.048). Results suggest neonicotinoids may be associated with insulin and glucose homeostasis indices and call for prospective studies to examine the metabolic impact of these replacement insecticides in humans.
