mid	title	abstract
40059115	Evaluation of soybean germplasms for resistance to stay-green syndrome.	Stay-green syndrome (SGS) resistant germplasms serve as the cornerstone for soybean improvement. A comprehensive assessment was conducted on a panel of 1553 germplasms to evaluate their resistance to SGS through natural inoculation. Over a three-year period, one landrace, ZaoShuHeiDou, emerged as resilient to SGS, displaying a significantly reduced risk of SGS (p < 0.05) compared to its counterparts. The broad-sense heritability of SGS resistance was 0.86. Notably, landraces demonstrated a substantially lower incidence of SGS compared to improved cultivars. Furthermore, the severity of SGS correlated with several key traits pertinent to soybean improvement efforts. In field trials, the application of insecticides effectively mitigated SGS severity, whereas the use of organic fertilizers and soil sterilization had no discernible impact. A total of 83 DNA samples were successfully amplified from SGS-afflicted plants using specific primers for soybean stay-green associated virus (SoSGV), and a SoSGV LCU-1 strain was isolated. The qPCR analysis confirmed a positive correlation between SGS severity and the relative SoSGV copy number in afflicted plants. The findings of this study lay a solid foundation for the development of SGS-resistant cultivars and the exploration of underlying resistance mechanisms.
40059061	Rate of herbicide resistant weed development: A Canadian Prairie case study.	Genetically modified crop adoption in Canada has been the key driver in removing tillage as the lead form of weed control, due to increased weed control efficiency. Land use has transitioned from the use of summerfallow to continuous cropping, predominantly involving zero or minimum tillage practices. Prairie crop rotations have diversified away from mainly cereals to include three-year rotations of cereals, pulses, and oilseeds. Total herbicide volume applied has increased as crop production acres increased, but the rate of herbicide active ingredient applied per hectare has declined. Diverse crop rotations allow for weed control using herbicides with different modes of action, reducing selection pressure for resistant weed development. Herbicide-resistant weeds are an important concern for farmers, as the loss of key herbicides would make weed control exceedingly more difficult. The objective of this case study is to examine herbicide resistance weed development in the Canadian Prairies and to identify changes in resistance development following GM crop adoption.
40058903	Characteristic flavor compounds in soy protein isolate and their correlation with sensory attributes.	A molecular sensory analysis of soy protein isolate (SPI) was conducted using headspace solid-phase microextraction and gas chromatography-mass spectrometry/olfactometry (HS-SPME-GC-MS/O), along with flavor recombination and omission experiments. Twenty-six odor-active compounds were identified, with hexanal, heptanal, octanal, nonanal, (E)-2-nonenal, (E,Z)-2,6-nonadienal, (E,E)-2,4-nonadienal, and (E,E)-2,4-decadienal as characteristic flavor compounds contributing to grain husk, grassy, raw bean, tofu, oil oxidation, and soy milk flavors. The identification of these compounds in the olfactory references, combined with descriptive sensory analysis under varying concentrations, revealed a significant correlation between sensory attributes and the composition and concentration (p < 0.05). Grassy and raw bean were associated with all compounds; grain husk was linked to hexanal, heptanal, and (E,E)-2,4-decadienal; tofu was associated with octanal, nonanal, and (E,E)-2,4-decadienal; oil oxidation was related to hexanal, octanal, nonanal, and (E,E)-2,4-decadienal; and soy milk was correlated with hexanal, nonanal, (E,Z)-2,6-nonadienal, and (E,E)-2,4-decadienal. Flavor intensity generally increased with compound concentration. This study provides a theoretical foundation for the subsequent flavor enhancement of soy protein products.
40058743	Mitigating pesticide risk on bee pollinators and angiosperm biodiversity in the Ndop wetlands: A conservation approach.	This study aimed to assess the risk of pesticides on bee pollinators and propose strategies to conserve entomophilous angiosperm species in the Ndop wetlands. Results showed that the applied pesticide doses were often excessive, increasing the exposure toxicity ratios (ETR). Among the pesticides, insecticides posed the highest risk to bee pollinators, with Emamectin benzoate (ETR=591.4) presenting the highest risk, followed by imidacloprid (ETR=517.5), fipronil (ETR=496.4), chlorpyrifos (ETR=240.7), and cypermethrin (ETR=131). Lambda-cyhalothrin (ETR=50.53) posed a possible risk. The study found that imidacloprid, fipronil, and chlorpyrifos posed definite risks through dietary exposure, while Emamectin benzoate, fipronil, and cypermethrin posed risks through direct contact. Approximately 46.03% of angiosperms are anemophilous while 53% are entomophilous with bee pollinators facilitating the pollination of nearly 90% of the entomophilous species. To mitigate pesticide risks and for conservation purposes, farmers should refrain from applying pesticides during blooming and peak pollinator activity times, particularly midday.
40058615	MEK1 inhibition ameliorates mitochondrial-dependent apoptosis induced by deltamethrin in mouse hippocampal neuron HT22 cells.	Deltamethrin (DM), a widely used pyrethroid insecticide, has been increasingly recognized as a risk factor for neurodegeneration. However, the underlying mechanism is still far from clear. In this study, we investigated whether MEK1 is involved in DM-induced neurotoxicity and mediated mitochondrial-dependent apoptosis. In mouse hippocampal neuron HT22 cells model, DM (2,10,50 μM) dose-dependently increased apoptotic cells rate and impaired mitochondrial membrane potential (MMP), as well as significantly upregulated of apoptotic related proteins Bax, cytochrome c (Cyt-c) and Caspase-3 were observed. RNA-sequencing analysis further revealed that the MEK/ERK signal pathway was remarkably enriched and activated after DM exposure. In particularly, upregulation of MEK1, other than ERK1/2, was detected at both transcriptional and translational levels. Inhibition of MEK1 can effectively result in the recovery of mitochondrial morphology and MMP in DM-treated HT22 cells. And that further alleviated apoptosis by reversing the overexpression of Bax, Cyt-c and Caspase-3. Collectively, these findings demonstrate the critical role of MEK1 in regulating mitochondrial-dependent apoptosis induced by DM, providing a novel understanding of the neurotoxicity of DM.
40058553	Chronic exposure to tebuconazole impairs offspring growth and survival in farmland birds: an experiment in captive house sparrows.	European farmland bird populations have declined by over 60% in 40 years, with the use of pesticides suspected to be one of the main causes of this decline. However, it remains difficult to test the impact of these pesticides in field studies due to confounding environmental variables that can also affect avian wildlife (e.g., food resources, habitat fragmentation and alteration). Triazoles are a family of fungicides that are ubiquitous in agro-ecosystems due to their use on a wide range of crops. Triazoles are suspected to affect non-target avian species by disrupting key physiological mechanisms and by detrimentally affecting their reproduction. In this captive study, we experimentally investigated the effect of the most commonly used triazole fungicides (i.e., tebuconazole) on the reproduction of an avian species representative of farmlands, the house sparrow (Passer domesticus). We examined the impacts of tebuconazole at realistic concentrations (550 μg.L<sup>-1</sup> in drinking water to achieve ∼ 60 pg.g<sup>-1</sup> in plasma of sparrows) under controlled conditions on multiple indicators of breeding performance (clutch size, hatching success, chick growth and survival). We found that chronic exposure to tebuconazole (9 months, including the breeding period) significantly altered the reproduction of sparrows. Although clutch size and hatching success were not affected by tebuconazole, chicks from the exposed group showed reduced growth and a higher mortality rate. Interestingly, these effects were exacerbated in female chicks, highlighting a sex-dependent effect of tebuconazole on sparrow offspring. This study demonstrates that tebuconazole can be detrimental to the reproduction of farmland birds. Further studies are now required to distinguish the direct effects of tebuconazole (toxic and sublethal effects on the developing chick/embryo) from the indirect ones (alteration of egg quality and parental care).
40058441	TEMPO-oxidized cellulose nanofiber incorporating hydrophobic TA-HBPSi nanoparticles aerogels for efficient adsorption of fungicides in water.	Fungicide contamination is a critical environmental issue, and the effective removal of fungicide residues from aquatic environments has attracted significant attention from researchers. In this study, the synthesized hyperbranched polysiloxane (TA-HBPSi) was grafted onto TEMPO-oxidized cellulose nanofibers (TOCNF) to fabricate a novel aerogel material (TA-HBPSi@TOCNF) with the aim of enhancing the sorption efficiency of fungicide. The equilibrium maximum adsorption capacity of TA-HBPSi@TOCNF for imazalil (8.04 mg/g) was significantly higher compared to other fungicides, including prochloraz (6.43 mg/g), thiophanate-methyl (4.12 mg/g), carbendazim (0.16 mg/g), and thiabendazole (0.04 mg/g). In the presence of Cd<sup>2+</sup>, the equilibrium adsorption capacity for imazalil increased from 8.04 mg/g to 9.61 mg/g, while the adsorption capacity for Cd<sup>2+</sup> increased from 0.26 mg/g to 0.88 mg/g. Quantum chemical calculations were performed at the density functional theory (DFT) level. The energy gaps between the highest occupied molecular orbital and lowest unoccupied molecular orbital (ΔE(<sub>HOMO-LUMO</sub>)) for various adsorption mechanisms indicated that electrostatic interactions were the dominant driving force for adsorption, followed by π-π electron donor-acceptor (EDA) interactions and hydrophobic interactions. The developed aerogel demonstrated effective multi-component separation capabilities without inducing secondary environmental pollution, highlighting its potential as a promising candidate for practical water purification applications.
40058304	Nationwide prediction of pesticide residual levels in soil: Implications on the resulting risk and prioritization framework.	Pesticides are widely accumulated in agricultural soils in China under successive applications, causing negative impacts on non-target species and environmental qualities. However, a nationwide overview of the residual levels of pesticides in soil, and the ecological risks to non-target soil species are lacking. In this study, we calculated geographically gridded concentrations of 107 pesticide active ingredients (AIs) in soils in China based on the Computational Pesticide Input (CPI) model and further assessed the ecological risks to soil biota. In the end, we proposed an integrated usage-impact model to identify prioritize control pesticides based on the usage, risk and persistence of pesticides. Pesticide concentrations were calculated in a range from 0.01 mg kg<sup>-1</sup> to over 185 mg kg<sup>-1</sup>. Glyphosate is the most prevalent pesticide that exists in most locations. The ecological risks were mostly assessed as medium risk, with extreme high- and high risk found in 1 % and 21 % of soils. Supervision and management of azoxystrbin, boscalid, butachlor and chlorpyrifos need to be prioritized. The results of this study provide guidance to local governments for the designation more accurate risk mitigation strategies across regions.
40058301	Community-level effects of a neonicotinoid pesticide on the metabolism of freshwater microorganisms.	This study provides an ecotoxicological assessment of the effects of the neonicotinoid dinotefuran on freshwater microorganisms. Epilithic biofilm was sampled from a small stream and exposed to dinotefuran for 14 days in Biolog EcoPlates. In general, we found that a concentration of 0.100 mg l<sup>-1</sup> of dinotefuran induced the microorganism community to catabolise carbon sources faster. However, catabolic activity varied depending on the type of carbon source. Catabolism increased for Putrescine (+4673 %), Serine (+376 %), Galacturonic Acid (+206 %), Pyruvic Acid Methyl Ester (+177 %), and Gamma Amino Butyric Acid (+113 %); and decreased for Arginine (-59 %), Asparagine (-26 %), and Mannitol (-21 %). This is the first study in which EcoPlates have been used to investigate the effects of dinotefuran on freshwater epilithic biofilm at an environmentally realistic concentration.
40058209	Caddisfly emergence is substantially affected by the combined exposure of titanium dioxide nanoparticles, natural organic matter and UV irradiation.	Nanoparticles serve various industrial and domestic purposes which is reflected in their steadily increasing production and ultimate release into the environment. Titanium dioxide nanoparticles pose due to their high production volume and their photoactive properties a potential environmental risk. Here we assessed their impact in combination with UV and natural organic matter (NOM) at field relevant intensities on the emergence dynamics and quality of the aquatic insect Chaetopteryx villosa (Insecta: Trichoptera) employing a factorial test design. While UV alone and the combination of TiO<sub>2</sub> with UV or NOM reduced emergence by 50 %, the combination of all three factors (i.e., TiO<sub>2</sub> x UV x NOM) caused an even stronger effect (i.e., reduction by 70 %). Following a similar pattern, the time until 50 % of the larvae emerged was, depending on the treatment, delayed by at least 5.9 and up to 16.4 days. In contrast, the nutritious quality of adult C. villosa, characterized in terms of energy reserves and fatty acid profiles, was hardly affected. Nonetheless, the substantial impact in emergence dynamics was at the same magnitude as reported for highly toxic chemicals, such as insecticides. Consequently, (photoactive) nanoparticles may be of similar environmental concern, particularly under joint exposure with further environmental factors (i.e., UV and NOM). Moreover, and in the light of the central ecological role of aquatic insects at the interface between aquatic and terrestrial ecosystems, the present study points towards far-reaching consequences for the riparian food web and the productivity of this meta-ecosystem.
40058200	A novel framework for industrial pesticide effluent assessment: Integrating chemical screening, multi-endpoint responses and literature-based validation.	Industrial pesticide effluents pose substantial risks to aquatic ecosystems, yet comprehensive understanding of their toxicological impacts remains limited. This study presents an integrated approach to evaluate the ecological risks of pesticide manufacturing effluents through chemical screening and multi-endpoints biological responses. Using zebrafish embryos as a model organism, we demonstrated that effluent discharge point (EDP) sample induced 100 % mortality, while diluted samples exhibited significant developmental toxicity, cardiovascular injury, immunosuppression, and behavioral alterations. Non-targeted metabolomics analysis revealed the molecular mechanisms underlying these toxic responses. Through chemical screening and targeted quantification, we identified three predominant azole fungicides - propiconazole (2.11 μg/L), hexaconazole (13.3 μg/L), and tebuconazole (18.66 μg/L) - that exhibited synergistic toxicity. Notably, our innovative meta-analysis framework based on literature data validated the toxicological profiles of detected compounds, providing an efficient alternative to conventional bioassays. This study establishes a comprehensive framework for assessing industrial effluent toxicity and demonstrates the value of integrating chemical analysis with biological responses for environmental risk assessment.
40057536	Potent targeted larvicidal activities of marine-derived Bacillus sp. bacterial extracts on mosquito vectors.	Mosquito vector-borne diseases are one of the leading causes of mortality and morbidity across the globe. Current vector control strategies mainly rely on chemical insecticides, but their incessant usage has resulted in the development of resistance. Insecticidal agents of microbial origin have proven as good alternative tools for vector control of mosquito. In the present study, we examined larvicidal activities of the extracts from culture supernatants of marine bacteria (extracts) against major mosquito vectors from India. Out of 55 tested marine bacterial extracts, 12 extracts caused 90-100% mortality at 250 ppm in Anopheles stephensi larvae. Furthermore, NIO 707 and 706 were found to be significantly effective against Aedes aegypti larvae and field collected larvae of An. subpictus, respectively. Some of the extracts (NIO 701, 707 and 710) demonstrated significant reduction in egg hatching of An. stephensi; while all the tested extracts were able to significantly reduce egg hatching in An. culicifacies. Additionally, we observed that any of the effective extracts did not show any detrimental activity against malaria parasite (Plasmodium falciparum). Phylogenetic analysis revealed that most of the effective extracts belonged to Bacillus sp.; however, bacteria from Enterococcus genera was a peculiar finding of our study. Altogether, our data underscores the importance of exploration of marine bacteria from Indian peninsula for their larvicidal activities and further undertaking mechanistic approach to develop novel bio-larvicides.
40057515	Larval spongy moth transcriptomic response to ingestion of broad-versus narrow-spectrum insecticidal Chromobacterium species.	The PRAA4-1<sup>T</sup> strain of Chromobacterium subtsugae was the first insecticidal bacterium to be registered by the U.S. Environmental Protection Agency for use in crop protection applications since approval for Bacillus thuringiensis was granted in 1961. C. subtsugae, a Gram-negative betaproteobacterium, exhibits oral toxicity against a broad range of important insects, including dipteran, coleopteran, lepidopteran, and at least some hemipteran and tetranychidan pests. Chromobacterium sphagni is a closely related bacterium exhibiting a distinctly narrower activity spectrum than that of C. subtsugae: it is toxic to lepidopteran, but not dipteran or coleopteran pest insects. The molecular mode of activity for either species is not well characterized at present, and it remains unclear whether these bacterial species affect insects similarly, notwithstanding their close evolutionary relatedness. In this study, synchronized third-instar larvae of the destructive lepidopteran forest pest, Lymantria dispar dispar (European spongy moth), were separately fed with cultures of C. subtsugae strain PRAA4-1<sup>T</sup> or C. sphagni strain 14B-1<sup>T</sup> and sampled after 24 h post infection. Gene expression levels in healthy reference versus treated insects were independently compared at the whole-insect and midgut-only tissue levels to characterize host-specific transcriptional responses to intoxication. Treatment induced up-regulation of such antimicrobial peptides as attacin and cecropin, of two cytochrome P450-encoding genes, and of gelsolin, a molecule involved in actin organization. Some differentially expressed genes were novel or uncharacterized, hence future work with lepidopteran species will be necessary to understand insect physiological responses to Chromobacterium infection.
40057353	The impact of training on satisfaction and anxiety levels in stroke patients receiving warfarin treatment.	Due to the narrow therapeutic range of warfarin, patients require close monitoring. This study aimed to examine the effects of training provided to stroke patients receiving warfarin treatment on their perception of satisfaction and state of anxiety.
40057165	PRELIMINARY VEGETATION-BASED EVALUATION OF SEMI-VOLATILE ORGANIC COMPOUNDS (SVOCs) USING PINE SPECIES: TOWARDS POLLUTION DATA COMPARABILITY.	Pine needles are suitable biomonitors of airborne semi-volatile organic compounds (SVOCs). However, the various pine species, each with unique distribution and ecological traits, may differ in their ability to retain pollutants. The SVOC uptake capacities between different vegetation species remain largely unknown, and this study seeks to address this gap. By establishing comparable SVOC retention levels, different species could be used interchangeably, strengthening the data consistency across studies and clarifying diverse pollution cycles. Four SVOC classes - polycyclic aromatic hydrocarbons (PAHs), polychlorinated biphenyls (PCBs), polybrominated diphenyl ethers (PBDEs), and organochlorine pesticides (OCPs) - were analyzed in pine needle samples from various species in 12 sites in Portugal, Spain, the UK and Romania, to explore interspecies pollutant correlations. In general, the SVOC levels found were indicative of the urban fingerprint as expected, despite of the tree species. Although it was not intended to define a clear uptake trend for all species, statistically significant relationships (p<0.05) were found in the most sampled ones (P. pinaster, P. pinea, P. sylvestris) for the total concentration of the SVOCs families for some individual compounds, especially the most volatile. These links appear to be transversal to land use (urban, background/remote), the different climate regimes of the sampled areas, and even the inherent variability of vegetation, allowing for cross-national/land use data to be compared. To enhance the scope of future studies, the spatial and temporal increase of sampling campaigns is needed, although the selection of the appropriate sites can be challenging.
40057161	Exposure to polystyrene microplastics with different functional groups: Implications for blood pressure and heart.	The association between microplastics (MPs) exposure and cardiovascular disease is largely unknown. It is still unclear what effects MPs exposure have on blood pressure and how it affects the heart. As MPs age, their surfaces undergo modifications that may alter how the MPs interact with cells, which may affect the extent of their toxic effects. Here, we used three different surface functional-group polystyrene microplastics (PS-MPs), and exposed 5-week-old SD rats to them over 42 days. Compared with the control group, the mean blood pressure of the MPs exposed rats increased by 22-40%. Exposure to PS-MPs caused oxidative damage to the heart, and induced cardiomyocyte hypertrophy. More interestingly, MPs modified by functional groups induced enhanced adverse effects than unmodified PS-MPs, with amino-modified PS-MPs exhibiting more significant blood pressure elevation and myocardial hypertrophy. Proteomic analysis of cardiac differential proteins focused on factor XII activation, negative regulation of proteolysis, collectively pointed to the downregulation of kininogen. We demonstrated that MPs exposure induced ERK activation, the down-regulation of bradykinin, and inhibition of the downstream nitric oxide signaling pathway. This study demonstrates the different effects of MPs with different functional groups on blood pressure elevation and myocardial hypertrophy, and sheds light on the mechanisms responsible for microplastic-induced cardiovascular toxicity.
40057072	Function of chitinase in Penicillium ochrochloron Q-3-1 and its insecticidal and antifungal mechanism and biological control against citrus pests and diseases.	The biocontrol potential strain of Penicillium ochrochloron Q-3-1 was isolated from Hepialus armoricanus larvae. However, the insecticidal and antifungal mechanisms of Q-3-1 are still unclear. Eleven chitinase genes (Poch1-Poch11) were isolated for functional identification. During Q-3-1 infection, Poch1, Poch2, and Poch11 were upregulated in Galleria mellonella, whereas Poch4, Poch6, and Poch11 were upregulated in Diaphorina citri. Chitinase activity was determined based on the expression of the chitinase genes in an in vitro prokaryotic expression system and an analysis of the p-nitrophenol (pNP) degradation ability of recombinant chitinase. They exhibit excellent degradation activities for chitin, citrus pectin, D-cellobiose, and G. mellonella epidermis. The exonuclease activity of Poch1 can effectively degrade insect chitin and pectin. The insect chitin utilization rate of Poch11 is higher than that of pectin, and it can randomly degrade different pNP substrates. In addition, the present study found that exogenous chitinase proteins showed significant antagonistic ability against citrus pathogens. The special antifungal and insecticidal character of Q-3-1 may lead to its potential application in agriculture as a biological control agent.
40056919	Mapping the global prevalence, incidence, and mortality of Plasmodium falciparum and Plasmodium vivax malaria, 2000-22: a spatial and temporal modelling study.	Malaria remains a leading cause of illness and death globally, with countries in sub-Saharan Africa bearing a disproportionate burden. Global high-resolution maps of malaria prevalence, incidence, and mortality are crucial for tracking spatially heterogeneous progress against the disease and to inform strategic malaria control efforts. We present the latest such maps, the first since 2019, which cover the years 2000-22. The maps are accompanied by administrative-level summaries and include estimated COVID-19 pandemic-related impacts on malaria burden.
40056864	Unlocking the potential of Eudrilus eugeniae in mitigating the pollution risk of pesticides and heavy metals: Fostering machine learning tactics to optimize environmental health.	Agro-industrial waste management remains a critical challenge in sustainable development, particularly due to contamination with heterogeneous micropollutants such as heavy metals (HMs), pesticides, and polyphenols. This study explores an innovative vermistabilization approach using pineapple pomace (PP) to enhance the bioremediation of paper mill sludge (PMS) facilitated by Eudrilus eugeniae. The research demonstrates that the contrasting pH profiles of PMS (a highly alkaline substrate) and PP (a highly acidic substrate) have significantly contributed to nutrient enhancement and stabilization of end products for the mixed feedstock treatments (PP and PMS-based feedstocks) compared to the feedstock treatments in isolations. Results demonstrated a 2.1 fold increase in earthworm population density, and 4-5 fold reduction in organic carbon content confirming its effectiveness of biostabilization in a heterogeneous feed mixture. Vermicomposting enhanced nutrient availability (N, P, K) and microbial metabolic activity by 3-5 folds. Amongst tested ratios, PP + PMS + cowdung (CD) (1:2:1) achieved optimal remediation, reducing HMs (Cd, Pb, Zn, Hg, Ni, Cu, Cr), pesticides (chlorpyrifos, cypermethrin, carbofuran), and polyphenols by 8-9 folds. Integration of Artificial Neural Networks coupled with Sobol sensitivity analysis also identified PP + PMS + CD(1:2:1) as the most effective combination in minimizing potential health risks. Furthermore, Taylor plot analysis determined the best-fit model for predicting health risks associated with various PP and PMS-based complex systems. The findings underscored the potential of utilizing PP along with PMS based feedstock for mitigating pollutants whilst simultaneously enhancing nutrient recovery during vermicomposting. Thus, the machine learning techniques could facilitate the optimization of feedstock compositions, advancing large-scale vermistabilization as a sustainable strategy for agro-industrial waste management.
40056814	Organophosphate pesticides and their potential in the change of microbial population and frequency of antibiotic resistance genes in aquatic environments.	Heavy metals (HMs) and pesticides disrupt aquatic biodiversity and microbial communities, contributing to antibiotic resistance via cross-resistance and co-selection mechanisms. This study investigates the relationship between organophosphorus pesticides (OPs), HMs, microbial diversity, and antibiotic resistance genes (ARGs) in eight lakes and wetlands. Microbial communities were analyzed via metagenomics methods, and data were processed using CLC Genomics Workbench 22. ARGs, including tetA, tetB, qnrA, qnrS, CIT, Fox, KPC, CTX-M1, DHA, GES, OXA, IMP, VEB, NDM1, SHV, TEM, CTX-M, PER, and MOX, were identified through polymerase chain reaction (PCR). Element concentrations and pesticide were quantified using inductively coupled plasma mass spectrometry and gas chromatography-mass spectrometry, respectively. The results indicate that environmental elements and pesticides significantly influence microbial diversity. Proteobacteria (Gamma, Beta, Alpha) dominate over other bacteria in all locations. β-Lactamase resistance genes have a significant positive correlations with the concentrations of boron, iron, lithium, magnesium, sodium, and phosphorus (P-value<0.05). Positive correlations between phosphorus, iron, and beta-lactamase genes suggest that higher concentrations of these elements may increase resistance likelihood by promoting resistant bacterial growth or facilitating gene transfer. Additionally, tetA and tetB exhibited a significant positive correlation with parathion concentration. The results showed that OPs and HMs increase antibiotic resistance by causing gene mutations, altering gene expression, and promoting horizontal gene transfer, resulting in multidrug-resistant strains. This highlights the need for monitoring these pollutants as they affect microbial diversity and accelerate antibiotic resistance. Targeted measures, such as bioremediation and pollution control, are essential to mitigate risks to the environment and public health.
40056554	Bioaccumulation of PCBs and OCPs in Antarctic phytoplankton and zooplankton: Insights into bioconcentration and biomagnification in Fildes Bay.	This study was conducted at Fildes Bay, King George Island, Antarctica, from November 30th, 2019, to January 30th, 2020. We determined the concentrations of Organochlorine Pesticides (OCPs) and Polychlorinated Biphenyls (PCBs) in phytoplankton, and zooplankton. The most abundant compounds found were hexachlorobenzene (HCB) in phytoplankton and γ-HCH in zooplankton. We estimated the bioconcentration factors (BCF<sub>PHYTO</sub>) for phytoplankton and zooplankton (BCF<sub>ZOO</sub>), as well as biomagnification factors (BMF) across trophic levels. Our findings indicate that BCF values were generally higher for compounds with a higher degree of chlorination, and noticeable biomagnification of these contaminants was observed, emphasizing the enhancement of contaminant concentrations from phytoplankton to zooplankton. This biomagnification varied depending on the specific compound and environmental conditions. Throughout the study period, the factors influencing bioconcentration and biomagnification were closely correlated with the seasonal dynamics of the phytoplankton biomass, which were affected by local conditions such as slower S and SE winds. These events enhanced the concentration of chlorophyll-a and POPs, influencing their transfer across trophic levels. Our study underscores the complex interplay between biotic and abiotic factors in determining the fate of these persistent pollutants in a rapidly changing polar environment. These findings highlight the need for continuing ongoing monitoring to understand the long-term impacts of environmental changes on the distribution and behavior of hazardous substances in remote regions like Antarctica.
40056550	Prenatal exposure to organochlorine pesticides and polychlorinated biphenyls and risk of testicular germ cell cancer later in life.	Exposure to environmental chemicals during fetal development may increase the risk of testicular germ cell cancer (TGCC), but few studies have tested the hypothesis. We focused on organochlorine pesticides (OCPs) and polychlorinated biphenyls (PCBs), previously investigated in relation to other male reproductive health outcomes.
40056504	Antioxidant defense response mediated by DAF-16 attenuates toxicity of herbicides glyphosate and glufosinate ammonium on Caenorhabditis elegans.	Glyphosate and glufosinate ammonium are widely used herbicides in agriculture for weed elimination. These unused glyphosate and glufosinate ammonium are discharged into environmental water, soil, and even in the food chain cycle, which greatly threatens ecosystems and human health. However, the toxicological mechanism of glyphosate and glufosinate ammonium on soil non-target organisms remains largely unknown. To investigate the toxic effects of glyphosate and glufosinate ammonium on soil non-target organisms, Caenorhabditis elegans which is directly exposed to various pesticides in the soil was selected as the object of study. In this study, our results showed that the locomotion, growth, reproduction, and lethality of C. elegans exposed to different concentrations of a mixture of glyphosate and glufosinate ammonium are suppressed. Exposure to a mixture of glyphosate and glufosinate ammonium increases the production of reactive oxygen species, accelerating senescence and shortening the lifespan of C. elegans. The exposure to a mixture of glyphosate and glufosinate ammonium activates antioxidant defense responses mediated by DAF-16 and autophagy mediated by SKN-1. Our research provides a novel perspective on the mechanism underlying antioxidant defense response-mediated detoxification of pesticide residues in soil non-target organisms.
40056347	Global research trends on the human exposome: a bibliometric analysis (2005-2024).	Exposome represents one of the most pressing issues in the environmental science research field. However, a comprehensive summary of worldwide human exposome research is lacking. We aimed to explore the bibliometric characteristics of scientific publications on the human exposome. A bibliometric analysis of human exposome publications from 2005 to December 2024 was conducted using the Web of Science in accordance with PRISMA guidelines. Trends/hotspots were investigated with keyword frequency, co-occurrence, and thematic map. Sex disparities in terms of publications and citations were examined. From 2005 to 2024, 931 publications were published in 363 journals and written by 4529 authors from 72 countries. The number of publications tripled during the last 5 years. Publications written by females (51% as first authors and 34% as last authors) were cited fewer times (13,674) than publications written by males (22,361). Human exposome studies mainly focused on air pollution, metabolomics, chemicals (e.g., per- and polyfluoroalkyl substances (PFAS), endocrine-disrupting chemicals, pesticides), early-life exposure, biomarkers, microbiome, omics, cancer, and reproductive disorders. Social and built environment factors, occupational exposure, multi-exposure, digital exposure (e.g., screen use), climate change, and late-life exposure received less attention. Our results uncovered high-impact countries, institutions, journals, references, authors, and key human exposome research trends/hotspots. The use of digital exposome technologies (e.g., sensors, and wearables) and data science (e.g., artificial intelligence) has blossomed to overcome challenges and could provide valuable knowledge toward precision prevention. Exposome risk scores represent a promising research avenue.
40056346	Acaricides in agriculture: balancing livestock health and environmental well-being in Trans-Nzoia County, Kenya.	Extensive use of chemicals in food production, although useful, has profound implications. Acaricides, extensively used to control ticks and mites in livestock farming, can leave harmful residues that pose risks to unintended organisms such as plants, insects, people, and other animals. Thus, limiting non-target exposure to acaricides is critical. This study is aimed at assessing acaricide knowledge, use, and disposal methods among farmers and agrochemical dealers in Trans-Nzoia County, Kenya, which is well-known for livestock farming. A purposive survey of stakeholders, including 100 farmers and 45 agrochemical shop attendants, revealed concerning practices. The findings revealed insufficient personal protection during acaricide application, with a minority of responders using gloves (33%), safety goggles (0%), masks (42%), or overalls (51%) for agrochemical dealers and gloves (8%), overalls (48%), safety goggles (2%), and masks (28%) for farmers. Furthermore, used acaricide containers and residues were not properly disposed of after spraying, potentially contaminating water sources, soil, and plants. Insects, particularly bees and house flies, were spotted consuming leftovers from unprotected disposal sites, entering food webs. Furthermore, animal drying sections in spraying regions included grass, allowing animals to ingest residues. Recommendations include improved acaricide monitoring and management by extension field staff and educating farmers and pesticide dealers about health concerns, proper disposal techniques, and the importance of wearing personal protective equipment. A regulation requiring agrochemical dealers to sell acaricides together with protective gear is recommended to limit dangers effectively.
