pmid	title	abstract
40204669	Iron-Catalyzed Reductive Allylic C-H Amination of Olefin with Nitroarenes via Intermolecular Nitroso Ene Reaction.	Aromatic allylamines are essential in the synthesis of diverse pharmaceutical building blocks. While oxidative allylic C-H amination using anilines has advanced significantly, achieving intermolecular reductive allylic C-H amination of olefins with readily available nitroarenes remains a considerable challenge. Here, we demonstrate that replacing silanes with a combination of protons and electrons enables selective reductive allylic C-H amination, avoiding the competing hydroamination pathway. The key to this transformation is the use of 2,2,2-trifluoroethanol (TFE) as the solvent. This process complements previous oxidative allylic C-H amination by eliminating the need for noble metal catalysts while tolerating oxidizable or nucleophilic functional groups. Notably, this method facilitates the functionalization of bioactive compounds, underscoring its potential in medicinal chemistry. Furthermore, by leveraging its reactivity with trisubstituted olefins, this approach, when combined with metal hydride atom transfer (MHAT) reactions, offers a unique strategy for regioselective and modular difunctionalization of aliphatic olefins. Experimental and computational mechanistic studies highlight the crucial roles of TFE in stabilizing the nitrosoarene intermediate and promoting the key nitroso-ene step.
40204668	Association of cannabis use with major cardiovascular and cerebrovascular events after surgery or interventional procedures.	Previous studies reported a predisposition to major adverse cardiovascular or cerebrovascular events (MACCE) in patients consuming cannabis, which might be exacerbated by interventional or surgical procedures. This study investigated the association of nonmedical cannabis use with MACCE after interventional procedures or surgery.
40204666	Ultrafine Ni-Doped FeOOH Nanoparticles with Rich Oxygen Vacancies to Promote Oxygen Evolution.	Nickel iron hydroxide oxide is one of the efficient catalysts for oxygen evolution reaction (OER). However, current synthesis methods, such as solvothermal and electrodeposition, require stringent experimental conditions (e.g., temperature, pressure, and solvent) and involve complex procedures with high costs. To address this issue, we developed a simple and efficient electrostatic self-assembly strategy to synthesize Ni-doped iron oxyhydroxide (Ni-FeOOH) by combining aminated two-dimensional g-C<sub>3</sub>N<sub>4</sub> with trace amounts of Ni<sup>2+</sup> and Fe<sup>2+</sup>, forming a tightly integrated heterostructure (Ni-FeOOH@g-C<sub>3</sub>N<sub>4</sub>). This method is notable for its simplicity and ability to produce ultrasmall Ni-FeOOH nanoparticles (∼1.9 nm), which significantly enhance the active surface area and functional sites. The resulting catalyst exhibits exceptional OER performance, achieving a low overpotential of 260 mV at 10 mA·cm<sup>-2</sup> and demonstrating long-term stability. Remarkably, despite containing only trace amounts of Ni (2.46%) and Fe (3.36%), Ni-FeOOH@g-C<sub>3</sub>N<sub>4</sub> delivers a high turnover frequency of 3.96 s<sup>-1</sup>, outperforming many conventional hydroxyl oxides. The improved performance is attributed to the ultrasmall particle size and the presence of excessive oxygen vacancies, which lower the energy barrier for O* formation and accelerate OER kinetics. This work proposes a method for constructing efficient catalysts with trace active metals to improve the OER activity.
40204664	Letter to Editor: Comments on NLRP3 and Gut-Liver Axis: New Possibility for the Treatment of Alcohol-Associated Liver Disease.	NA
40204662	Effect of Electrical Double Layer on Stability Mechanism of the Cluster of Bulk Nanobubbles.	Nanobubbles (NBs) hold significant promise in the fields of water treatment and environmental remediation due to their remarkable stability and longevity. Despite evidence of the stability of bulk nanobubbles (BNBs) in water, the underlying mechanisms of their stability remain elusive, with a notable gap in understanding the role of surface electronegativity in NBs' stability. In this work, an all-atom (AA) molecular dynamics (MD) simulation has been used to investigate the stability characteristics of individual BNBs and the aggregation behavior of double BNB clusters, incorporating the influence of the electrical double layer (EDL). The stability of individual BNBs is evaluated through analysis of the gas-liquid interface's high-density layer, the structure of the EDL, and the hydrogen bond (HB) network. A stabilization mechanism is proposed based on the surface electronegativity of BNBs. Meanwhile, the simultaneous construction of a double BNBs stability model reveals that nanobubble aggregation is the result of a competitive mechanism of van der Waals gravity and electrostatic repulsion. The validity of the proposed model is also verified by comparing the particle size and zeta tests of BNB solutions prepared with two gases with the nanobubble diameters and electrostatic energy obtained from the simulation model. A critical distance of 10 Å is determined, beyond which BNBs are less likely to coalesce. It is observed that the majority of BNBs are influenced by significantly greater electrostatic forces compared to the van der Waals force, which is hypothesized to be the main contributor to their stability.
40204661	Estimates of black carbon emissions from global biomass burning for the period 1997-2023.	Estimating black carbon (BC) emissions from biomass burning is crucial for accurately assessing the climate impact of this pollutant. In this study, we have estimated BC emissions from biomass burning in different geographic regions worldwide at a resolution of 0.25° × 0.25° from 1997 to 2023. These findings are crucial for accurately modeling the impact of BC on global climatic forcing. Over the past 27 years, the emissions of BC from global biomass burning activities have remained stable. The high BC emissions between 2003 and 2008 were associated with increased precipitation. The Southern Hemisphere South America (SHSA) and Southern Hemisphere Africa (SHAF) regions have emerged as the primary contributors, accounting for approximately 40% of total BC emissions originating from global biomass burning sources and high BC emissions in the southern hemisphere's spring. This study also reveals that BC emissions in the SHAF region during 1997-2023 exhibit a granger causal relationship with Antarctic sea ice loss at a 2-year lag, but the impact intensity demonstrates significant temporal heterogeneity. This study enhances our understanding of temporal and spatial variations in global BC release caused by biomass burning while providing fundamental data for international departments responsible for managing such activities.
40204660	Acute vison loss due to granulomatosis with polyangiitis.	NA
40204658	TRIM21-NUP98 Interface Accommodates Structurally Diverse Molecular Glue Degraders.	Molecular glue degraders enable targeted protein degradation by bridging interactions between target proteins and E3 ubiquitin ligases. Whereas some target-E3 interfaces exhibit the capacity to accommodate structurally diverse degraders, the extent of this adaptability across molecular glue targets remains unclear. We recently identified (<i>S</i>)-ACE-OH as a molecular glue degrader that recruits the E3 ubiquitin ligase TRIM21 to the nuclear pore complex by recognizing NUP98, thereby inducing the degradation of nuclear pore proteins. Here, we analyzed public compound toxicity data across a large collection of cell lines and identified two additional molecular glue degraders, PRLX 93936 and BMS-214662, which engage the TRIM21-NUP98 interface to induce selective degradation of nuclear pore proteins. Additionally, we confirmed that HGC652, another TRIM21-dependent molecular glue degrader, also binds at this interface. Together with our previously characterized degrader (<i>S</i>)-ACE-OH, these findings demonstrate that the TRIM21-NUP98 interface can accommodate structurally diverse molecular glue degraders.
40204657	Nickel-Catalyzed Umpolung Difluoroalkylation of Imines Enables General Access to β-Difluoroalkylated Amines.	Fluoroalkylated amines play a pivotal role in medicinal chemistry, yet the general and efficient synthesis of β-difluoroalkylated amines remains elusive. Here, we developed a nickel-catalyzed umpolung strategy that enables the difluoroalkylation of 2-azaallyl anions generated from aliphatic and aromatic imines, effectively overcoming the previous limitations. By inverting the polarity of imines, this strategy allows for the coupling of a variety of readily accessible difluoroalkyl bromides and iodides. This approach is characterized by its high efficiency, broad substrate scope, high functional group tolerance, and ease of synthesis. The rapid modification of bioactive molecules by the efficient synthesis of difluorinated analogs of key amine moieties present in bioactive molecules, including amphetamine, using the current approach shows the promising potential of this protocol in advancing drug discovery and development.
40204656	One-Step Fabrication of Packaged Glass Microheater Using Selective Laser Welding.	The increasing demand for miniaturized and versatile microdevices has driven advancements in micropatterning technologies; however, packaging considerations are often overlooked or addressed with basic additions. This study introduces a new selective laser welding process facilitated by a silver (Ag) thin film, enabling simultaneous micropatterning and packaging in a single step. In the proposed method, the Ag thin film serves as a laser absorber in the welded area, where it transitions to a fully insulating state, while in the unwelded areas, the remaining Ag thin film serves as an electrode without transitions. Mathematical modeling and heat transfer simulations were conducted to examine the laser energy transfer mechanism and determine the optimal thickness of the Ag thin film. Laser scan paths were designed for the Joule heating microheater and generated for subsequent selective laser welding. The designed microheater was fabricated and hermetically packaged between the glass substrates. Finally, a reusable cell culture tester was fabricated to demonstrate the practical applicability of the packaged glass microheater. The prototype was directly applicable to cell culture without requiring additional packaging. Moreover, it demonstrated consistent heating performance even after washing for reuse, indicating its feasibility for reusable devices. These results indicate that the proposed selective laser welding process, demonstrating the potential for advancing micropatterning and packaging technologies with diverse applications, is a promising approach for manufacturing packaged microdevices.
40204655	Layer-by-Layer Interdigitated CuS/Au<sub>2</sub>S Heteronanoplates by Selectively Blocking the Pathway of Cation Exchange Reaction.	Cation exchange reactions (CERs), recognized as a promising postsynthetic modification strategy, have garnered significant interest for generating thermodynamically unfavorable structural features, such as heterointerfaces. The formation of these heterointerfaces, which exhibit physicochemical properties distinct from those of their individual components, relies on precise control over the diffusion pathways of externally introduced cations as they migrate from the surface into the crystal interior. However, achieving regiospecific modulation of cation diffusion to rationally design heterointerfaces remains a formidable challenge. Herein, we synthesized layer-by-layer interdigitated {CuS/Au<sub>2</sub>S}@IrS<sub>2</sub> heteronanoplates (L-Au<sub>2</sub>S HNPs), in which Au<sub>2</sub>S and CuS are alternately stacked at the atomic scale, using Cu<sub>1.81</sub>S@IrS<sub>2</sub> nanoplates (CSIS NPs) as a starting template. This distinct structural arrangement was realized through a two-step CER with Au cations and a phase transformation process from Cu<sub>2-<i>x</i></sub>S to CuS. Experimental results indicate that S-S bonds within phase-converted CuS crystals act as diffusion barriers during subsequent CER, restricting the migration of Au cations into specific CuS layers. Furthermore, theoretical calculations suggest that the expansion of the anion sublattice within channels containing diffused Au cations induces compressive strain in adjacent CuS layers, thereby impeding further Au incorporation. Expanding this synthetic strategy to construct atomic-layer-level stacked heteronanostructures across a broader range of materials could unlock new opportunities for developing advanced materials with unprecedented optical and catalytic properties.
40204654	Reply to the letter regarding the article 'Association of clonal haematopoiesis with heart failure incidence and outcomes: A systematic review and meta-analysis'.	NA
40204652	Effects of Chirality and Counter Anions on the Structures and Solid-state Properties of Radical Cation Salts of Benzo[b]phenoxazine-based Double Heterohelicene.	In this study, we prepared stable radical cation salts of racemic and enantiopure double hetero[5]helicene (1), consisting of two benzo[b]phenoxazine (BPO) molecules, using two different counter anions (SbCl6- and NTf2-). The effects of chirality and counter anions on the packing structure and solid-state electronic properties were investigated. X-ray single-crystal analysis revealed that the SbCl6- anion was positioned above the midpoint of 1·+ in both the racemic and enantiopure crystals of 1·+·SbCl6-. This alignment resulted from the matching between the curvature of 1·+ and the spherical shape of the SbCl6- anion, preventing the formation of continuous π-π interactions among 1·+. In contrast, one-dimensional π-stacked columns of 1·+ were present in both the racemic and enantiopure 1·+·NTf2- crystals, as the NTf2- anions encased the π-stacked columns of 1·+. All radical cation salts exhibited distinct melting points, and the enantiopure salts of 1·+·NTf2- had notably low melting points of 393-395 K, which was 142 K lower than that of rac-1·+·NTf2-. ESR and SQUID measurements of the enantiopure 1·+·NTf2- crystals revealed significant changes in their magnetic properties upon crystal melting. In contrast, rac-1·+·NTf2- displayed an unexpected crystal-crystal phase transition near room temperature, accompanied by a thermal hysteresis loop in its magnetic susceptibility.
40204651	"Loved Seeing the Students' Participation. Great Bunch of Kids.": Understanding Older Adults' Experiences with Intergenerational Activities.	This study aimed to understand the experiences of older adults who participated in a interorganizational and intergenerational initiative, the Senior to Senior Dinner Dance. Responses to open-ended survey questions from 69 older adult participants were analyzed using a thematic analysis, which elucidated three themes: (a) remaining active; (b) instigating social interactions; and, (c) adjusting to new social roles. Findings suggest opportunities for social workers to partner with others in community-based organizations to facilitate meaningful intergenerational activities for older adults who wish to remain physically and socially active in later life.
40204650	Antigen masking indirect antiglobulin test can mitigate the interference of Mezagitamab, a novel anti-CD38 antibody, in serological pre-transfusion testing.	Investigation of the interference of mezagitamab in serological pre-transfusion testing and the use of DaraEx to overcome it.
40204649	A Hypoxia-Triggered Bioreduction of Hydrophilic Type I Photosensitizer for Switchable In Vivo Photoacoustic Imaging and High-Specificity Cancer Phototherapy.	Considering that hypoxia is strongly connected with tumor proliferation, metastasis, invasion, and drug resistance, it is of significant implication for alleviating the effects of hypoxia in tumor treatment. The negligible oxygen-dependent nature of type I photosensitizers (PSs) has made them appropriate candidates for the treatment of hypoxic tumors. However, the lack of effective molecular design approaches, the phototoxicity of PSs to normal tissue before and after treatment, and the drawbacks of poor hydrophilicity severely hinder the development of PSs in hypoxic tumor therapy. Thus, developing a hydrophilic PS with good hypoxia resistance and minimal side effects is an urgent but challenging problem. Herein, we present a nanotheranostic (NanoPcN8O) based on the self-assembly of a hydrophilic phthalocyanine (PcN8O), a hypoxia-responsive bioreductive photosensitizer suitable for activatable photoacoustic (PA) imaging and tumor therapy. Hypoxic regions in various tumors exhibit strong reductive capability, and only in such condition did NanoPcN8O feature multiple N-oxide groups that could be bioreduced to yield the product NanoPcN8 with abundant electron-rich tertiary amine groups, which switches on the type I photodynamic and photothermal effects. Better still, NanoPcN8O achieved hypoxia-induced selective PA imaging in a preclinical model. Based on these merits, such nanotheranostic demonstrated remarkable phototherapeutic efficiency with high biosafety.
40204648	YOPRO-1: A Cyanine-Based Molecular Rotor Probe for Amyloid Fibril Detection.	The widespread occurrence of amyloidosis in many neurodegenerative diseases, including Alzheimer's, highlights the urgent need for early detection methods. Traditional approaches often fall short in sensitivity, specificity, and the ability to operate within complex biological matrices. Fluorescence spectroscopy, which leverages the unique properties of extrinsic fluorescence sensors, has emerged as a promising avenue for amyloid detection. Thioflavin-T (ThT), while extensively utilized, faces several disadvantages such as poor blood-brain barrier penetration, short emission wavelength, and lack of sensitivity to oligomeric protein aggregates. These limitations necessitate the development of improved amyloid probes with enhanced properties for the better detection and understanding of neurodegenerative diseases. In this context, YOPRO-1, a cyanine-based molecular rotor probe, has been identified as a potent amyloid fibril sensor characterized by its turn-on fluorescence response and specificity for amyloid fibrils over native protein forms. Utilizing a variety of spectroscopic techniques, including steady-state emission, ground-state absorption, time-resolved fluorescence, and molecular docking, we demonstrate the superior selectivity and sensitivity of YOPRO-1 for amyloid fibrils. The probe exhibits a remarkable 245-fold increase in fluorescence intensity upon binding to insulin fibrils, which is a common amyloid model. This capability facilitates its application in complex biological matrices, such as high-percentage human serum, which has rarely been demonstrated by previous amyloid sensing probes. Furthermore, the commercial availability of YOPRO-1 avoids the challenges associated with the synthesis of specific probes, thereby marking a significant advancement in amyloid detection methodologies. Our findings highlight the potential of YOPRO-1 as a versatile and effective tool for the early diagnosis of amyloid-related diseases, offering a foundation for future therapeutic and diagnostic applications.
40204647	ATP-Assisted Electron and Proton Transfer Boosting Redox Metabolism-Induced Ferroptosis and Apoptosis for Cancer Therapy.	Compared to the intractability of traditional apoptosis, the vulnerability exposed by cancer cell metabolic reprogramming provides an advantage for ferroptosis treatment. Herein, we developed vanadate and aurintricarboxylic acid coordination nanoparticles (VAP NPs) that synergistically trigger dual cell death pathways. This nanoplatform leveraged dual-Russell mechanisms and Fenton reactions to generate singlet oxygen/hydroxyl radicals in the tumor microenvironment (TME) while depleting glutathione via vanadium redox cycling, thereby silencing glutathione peroxidase 4 and modulating the Kelch-like ECH-associated protein 1 (KEAP1)/Nuclear factor erythroid 2-related factor 2 (NRF2)/Heme oxygenase 1 (HMOX1) axis. Notably, TME-overexpressed adenosine triphosphate (ATP) acted as a biochemical catalyst, accelerating the transfer of protons and electrons during reactive oxygen species generation to amplify therapeutic efficacy. Therefore, VAP NPs could achieve outstanding efficacy for intrinsically stimulated synergy of ferroptosis and apoptosis in tumor therapy. This study provides reference for revealing the new function of ATP in enhancing the regulation of redox metabolism.
40204646	Positive Correlation Between Acetabular Anteversion and Abduction in Developmental Dysplasia of the Hip: A CT-Based Morphological Study.	Developmental dysplasia of the hip (DDH) exhibits abnormalities in hip anatomy, so changes in the acetabular and femoral angles hold clinical relevance. This study aimed to investigate the correlations between acetabular anteversion (AAV) and acetabular abduction (AAB), as well as between combined anteversion and combined abduction in patients with DDH, attempting to give evidence for synchronous torsion of the proximal femur and acetabulum. This study also aimed to propose a new method for predicting acetabular anteversion and combined anteversion angles, respectively, based on acetabular abduction and combined abduction angles on conventional pelvic radiographs.
40204645	Regiospecific Halogenation Modulates Molecular Dipoles in Self-Assembled Monolayers for High-Performance Organic Solar Cells.	Halogenated carbazole-derived self-assembled monolayers (SAM) are promising hole-extraction materials in conventional organic solar cells (OSC). While halogenation helps optimize the molecular dipole, intermolecular interactions, and energetics of SAM, the highly polarizable carbon-halogen bonds can be reactive and prone to photocleavage depending on their regiochemistry. Herein, we study the regiospecific properties, including the intrinsic stability, electrostatic potential distribution, and changes in molecular dipole of the brominated SAM molecules by brominating a helical 7H-dibenzo[c,g]carbazole-based SAM (CbzNaph) featuring stronger dipole. Additionally, a correlation between the intrinsic molecular stability and the derived SAM surface stability is established to determine the performance and stability of the OSCs. Notably, the bromination at the chemically inert sites of 7H-dibenzo[c,g]carbazole (JJ26) helps maximize molecular dipole while maintaining superior intrinsic stability. Together with dense assembly promoted by the synergistically enhanced intermolecular interactions and crystallinity, JJ26 can efficiently modulate the work function of ITO and enhance the stability of SAM under external stress. Consequently, the JJ26 derived OSC shows significantly improved performance, achieving an efficiency of 19.35% along with notably enhanced stability. This work shows that the precise modulation of regio-chemistry of SAM molecules is critical for improving their quality and derived device performance.
40204644	Pterostilbene Potentiates the NGF-TrkA Signaling Pathway, Enhancing Differentiation in PC12 Cells.	Pterostilbene, a stilbenoid found in vegetables and natural products, has therapeutic potential due to its multiple pharmacological actions. In the brain, the nerve growth factor (NGF) is a pivotal neurotrophic factor, serving for neuronal survival and differentiation. The decline in NGF levels in aged individuals contributes to the development of neurodegenerative processes and cognitive impairment. Here, we aim to explore the effect of pterostilbene on promoting neuron-like differentiation in PC12 cells, a well-established model to study neuronal differentiation, by potentiating the functions of NGF. Molecular docking and ultrafiltration assays were performed to examine the direct binding of pterostilbene with NGF. The mechanisms underlying the stimulation of PC12 cell differentiation, characterized by enhanced neurite outgrowth and increased neurofilament expression, were determined through TrkA/Akt/CREB signaling pathways. The combined treatment of pterostilbene with a low dose of NGF significantly potentiated the NGF-induced neurite extension and neurofilament expression. Pterostilbene enhanced the effect of NGF on promoting neuron-like differentiation, which was related to increased activation of the TrkA signaling pathway. This upstream event was associated with increased phosphorylation of Akt and CREB. The selective inhibitors of TrkA (K252a) and PI3K/Akt (LY294002) were applied to validate the NGF/TrkA/Akt signaling pathways leading to diminished neurite outgrowth and reduced expression of neurofilaments in cells treated with pterostilbene and NGF. Taken together, the results indicate that pterostilbene could potentiate NGF/TrkA activity, enhancing neuron-like differentiation in PC12 cells under a low concentration of NGF. These findings suggest that the application of pterostilbene could be a promising alternative therapeutic strategy to improve NGF efficacy.
40204641	Letter regarding the article 'Association of clonal haematopoiesis with heart failure incidence and outcomes: A systematic review and meta-analysis'.	NA
40204640	Strengthening Predictive Models and Risk Assessment in Autoimmune Gastritis: A Critical Appraisal.	NA
40204638	The analysis of maternal fetal neonatal outcomes in patients with chronic hypertension needs pathological examination of the placenta.	NA
40204637	The prion-family protein Doppel exerts a protective role during influenza virus infection.	The cellular form of the prion protein (PrPC), known for its involvement as a misfolded isoform in transmissible spongiform encephalopathies, has recently been identified to exert a protective effect against viral infections. In this study, we explored the role of 2 other prion family members, Shadoo and Doppel, in protection against influenza A virus infection in mice. Lung expression levels of these genes revealed marked differences, with high expression of PrPC, low expression of Doppel, while Shadoo remained undetectable. Mice genetically knocked out for the genes encoding PrPC, Prnp-/- or Doppel, Prnd-/-, showed increased susceptibility to the virus, resulting in elevated morbidity compared with wild-type mice and mice knocked out for Shadoo, Sprn-/-. Unlike previous results observed in Prnp-/- mice, the absence of Doppel does not show enhancing effect on virus replication levels. Histological analysis of lung tissue from Prnd-/- mice revealed no difference in lesion size and severity compared with wild-type mice. However, transcriptomic analysis on day 7 postinfection revealed distinct signatures in Prnd-/- mice, highlighting the role of specific genes associated with polymorphonuclear neutrophil cells. Bronchoalveolar lavages confirmed a substantial neutrophil influx and increased inflammatory markers in the lungs of Prnd-/- mice. Neutrophil depletion experiments demonstrated a direct link between excessive neutrophil influx and increased susceptibility, mitigating pathology and partially restoring a wild-type phenotype in Prnd-/- mice. These findings underscore the complex role of Doppel in modulating the host immune response to influenza virus infection, particularly in regulating neutrophil recruitment and its implications on disease outcomes.
40204636	Mitochondrial fatty acid synthesis and MECR regulate CD4+ T cell function and oxidative metabolism.	Imbalanced effector and regulatory CD4+ T cell subsets drive many inflammatory diseases. These T cell subsets rely on distinct metabolic programs, modulation of which differentially affects T cell fate and function. Lipid metabolism is fundamental yet remains poorly understood across CD4+ T cell subsets. Therefore, we performed targeted in vivo CRISPR/Cas9 screens to identify lipid metabolism genes and pathways essential for T cell functions. These screens established mitochondrial fatty acid synthesis genes Mecr, Mcat, and Oxsm as key metabolic regulators. Of these, the inborn error of metabolism gene Mecr was most dynamically regulated. Mecrfl/fl; Cd4cre mice had normal naïve CD4+ and CD8+ T cell numbers, demonstrating that MECR is not essential in homeostatic conditions. However, effector and memory T cells were reduced in Mecr knockout and MECR-deficient CD4+ T cells and proliferated, differentiated, and survived less well than control T cells. Interestingly, T cells ultimately showed signs of mitochondrial stress and dysfunction in the absence of MECR. Mecr-deficient T cells also had decreased mitochondrial respiration, reduced tricarboxylic acid intermediates, and accumulated intracellular iron, which appeared to contribute to increased cell death and sensitivity to ferroptosis. Importantly, MECR-deficient T cells exhibited fitness disadvantages and were less effective at driving disease in an in vivo model of inflammatory bowel disease. Thus, MECR-mediated metabolism broadly supports CD4+ T cell proliferation and survival in vivo. These findings may also provide insight to the immunological state of MECR- and other mitochondrial fatty acid synthesis-deficient patients.
40204635	Serum carcinoembryonic antigen levels as a predictive biomarker for cytokine-induced killer cell immunotherapy in patients with colorectal cancer.	Cytokine-induced killer (CIK) cells, as an adoptive immunotherapy, are effective at treating colorectal cancer (CRC). However, whether an individual can benefit from CIK cell therapy remains unclear. In this study, we analyzed the long-term effects of CIK cell therapy and specifically the relationship between tumor-associated antigen expression and the survival benefit of CIK cell therapy in patients with CRC. We conducted a retrospective clinical study of 98 patients with CRC who were pathologically diagnosed between 2010 and 2014. Of the patients in the study, 48 received surgery and/or chemotherapy (control group), and 50 received CIK cell infusion with chemotherapy or surgery (CIK group). CIK cells exhibited significant antitumor activity, expressing high levels of CD107 and increasing the apoptosis of CRC cells in vitro. Survival analysis showed that adjuvant CIK cell immunotherapy improved overall survival (OS) and progression-free survival (PFS) of patients with CRC. Moreover, OS and PFS improved significantly, irrespective of the stage of the disease. Furthermore, CIK cell adjuvant therapy significantly increased OS and PFS in patients with carcinoembryonic antigen (CEA) levels lower than 5 ng/ml before surgery, but not in patients with CEA levels above 5 ng/ml. Univariate and multivariate analyses showed that CEA expression is an independent prognostic factor for OS and PFS in the CIK cell treatment group. Adjuvant CIK cell therapy is an effective strategy for prolonging OS and PFS in patients with CRC, especially in those with serum CEA levels below 5 ng/ml.
40204633	Employing a Highly Potent Fluorescence Probe to Discover a PARP-1/2 Binder and the Complex Structures Analysis.	Poly (ADP-ribose) polymerases-1/2(PARP-1/2) has been identified as important anti-tumor drug targets, and the development of PARP-1/2 inhibitors featuring novel structures is still a promising strategy for cancer treatments. In this work, a highly potent PARP-1/2 probe with a quinazolinone scaffold was designed and synthesized, showing dissociation constants (Kd) of 2.07 nM and 1.6 nM towards catPARP-1 and catPARP-2SE. By employing this probe to screen an in-house compound library, compound A bearing a pyrazolo[1,5-a]pyrimidine-3-carboxamide scaffold was disclosed as a structurally novel PARP-1/2 binder, which had dissociation constants of 5.6 μM and 7.9 μM for catPARP-1 and catPARP-2SE in the Isothermal Titration Calorimetry (ITC) assay. Moreover, the crystal structures of compound A in complex with PARP-1 and PARP-2 catalytic domains were solved to reveal the binding modes of this compound, and these two complex structures were analyzed with IGMH method at GFN2-xTB and B3LYP levels. Interestingly, this compound presented significant differences in binding modes within PARP-1 and PARP-2. These results could provide a structural basis for the discovery of novel PARP-1 or PARP-2 selective inhibitors by taking compound A as a template structure.
40204632	Efficacy of probiotic supplementation in preventing necrotizing enterocolitis in preterm infants: a systematic review and meta-analysis.	Necrotizing enterocolitis (NEC) is a severe condition in preterm infants, involving intestinal inflammation and bacterial invasion, leading to high morbidity and mortality. Probiotics may reduce NEC by promoting beneficial gut bacteria, but the role of <i>Bifidobacterium bifidum</i> G001 (BBG001) is not well understood. This meta-analysis evaluates the effectiveness of BBG001 versus placebo in preventing NEC, late-onset sepsis, and all-cause mortality in preterm infants.
40204631	Beyond Identified Risk Factors: Exploring Diet, Microbial Dysbiosis, and Immune Crosstalk in Autoimmune Gastritis.	NA
40204630	'And Then There Were None'-the shrinkage of trials in the evidence ecosystem.	NA
40204629	A Retrospective Study Comparing the Operative Outcomes of Extraperitoneal, Retrorectus Access Laparoscopic and Robotic-Assisted Ventral Hernia Repairs.	This retrospective study aims to evaluate the operative outcomes of laparoscopic and robotic extraperitoneal repair of abdominal wall defects via enhanced view total extraperitoneal (eTEP) retrorectus space access.
40204628	Parents facing polygenic embryo scores: the 'best choice of a best life' and psychological counselling.	Advances in reproductive medicine and genetic technologies now offer prospective parents the option to test IVF embryos for genetic predispositions to complex diseases, such as coronary heart disease and psychiatric disorders, through polygenic embryo screening (PES). However, limited clinical data on its real-world use leaves parents facing complex decisions based on probabilistic risk scores, requiring them to weigh uncertain benefits against potential harms. While clinical, ethical, and societal concerns regarding PES have been extensively discussed, the psychological considerations have received less attention. This paper highlights the importance of decision aids as part of psychological interventions, which are crucial for helping parents navigate these choices and make informed decisions based on individual perceptions and experiences. Additionally, determining how and when to disclose genetic risk information to children presents significant challenges for families. Early disclosure may lead to anxiety, while withholding information could undermine trust later in life. Psychological counseling is therefore an essential component in supporting families through these sensitive decisions. While PES offers opportunities to reduce genetic risks, it also introduces significant challenges that require thoughtful consideration and comprehensive support for both parents and children.
40204626	Within-week associations between alcohol and other substance use and interaction with naltrexone among sexual and gender minority men in San Francisco, California, USA.	To determine whether there were within-week associations between changes in alcohol use and changes in cannabis, cocaine or amphetamines use and, if so, to ascertain whether these associations varied by naltrexone use among adult sexual and gender minority men (SGMM) with mild and moderate alcohol use disorder (AUD).
40204625	Barriers to healthcare access for irregular immigrants after their arrival in Spain: a systematic review.	Examining the barriers encountered by irregular immigrants in accessing the public health system is crucial for the continuity of healthcare processes. This approach not only heightens patient-centered care but also fosters long-term public health preparedness and social cohesion. The aim of this review was to examine the existing barriers to accessing the Spanish healthcare system for the immigrant population. A systematic review of original articles was conducted based on the PRISMA methodology. Studies registered in PubMed, Scopus, CINAHL, LILACS, Web of Science, and Enfispo were analyzed. A total of 4773 articles were identified, of which 15 were selected for review. Among the selected articles, 10 employed qualitative methodologies, 1 utilized a mixed methodology, and 4 used quantitative methodologies. A variety of access barriers related to communication, administrative issues, and misinformation about legal aspects were identified. It was noted that one in five immigrants has experienced at least one barrier to accessing the Spanish healthcare system. Barriers to access to the health system are clearly shared by both immigrants and healthcare professionals. Barriers to access to the health system are a result of the coalition of organizational factors, cultural experiences, and socioeconomic and educational determinants. Access to healthcare for irregular migrants in Spain is hindered by language barriers, misinformation, and administrative obstacles, exacerbated by the COVID-19 pandemic. Policies are needed to ensure equitable care, enhance communication, streamline procedures, and strengthen collaboration with non-governmental organizations and cultural mediators to optimize healthcare responses.
40204606	KTP Laser Ablation of Benign Vocal Fold Lesions in Performers-Assessing Patient Outcomes.	The purpose of this study is to characterize patients who work professionally as musical performers and undergo potassium titanyl phosphate (KTP) laser ablation of vocal fold lesions in the outpatient setting.
40204605	Usefulness of Direct Magnitude Estimation in Auditory Perceptual Assessments for Measuring Dysphonia Severity, Roughness, and Breathiness.	The purposes of this study were (1) to analyze the reliability of direct magnitude estimation (DME) scales in auditory perceptual assessments measuring three dimensions of voice quality (dysphonia severity, roughness, and breathiness) and (2) to analyze the usefulness of DME scales in comparison to that of numerical rating scales (NRS).
40204561	Increased Mechanical Index Improves Shear Wave Elastography: Pilot Study of Signal Enhancement.	Monitoring liver stiffness is essential for managing chronic liver disease, which poses a major public health challenge. Shear wave elastography (SWE), a non-invasive ultrasound-based technique, is commonly used to quantify liver stiffness. However, its performance can be compromised in individuals with higher body mass indices (BMIs) due to increased ultrasound absorption and distortion. Increasing the intensity of the ultrasound push beam could potentially improve signal quality, but regulatory limits currently restrict this due to safety concerns. This pilot study investigated the efficacy of increasing the push pulse mechanical index (MI) from a conventional value of 1.4 to 2.5 toward improving signal quality, and reducing measurement variability and failure rates.
40204554	Corrigendum to "Comparison of 7-dehydrocholesterol and cholesterol in whole blood vs. plasma samples for diagnosis of SLOS" [J. Steroid Biochem. Mol. Biol. 248 (2025) 106682].	NA
