pmid	title	abstract	label	text_label
30753426	Tracking Pesticide Residues to a Plant Genus Using Palynology in Pollen Trapped from Honey Bees (Hymenoptera: Apidae) at Ornamental Plant Nurseries.	Worldwide studies have used the technique of pollen trapping, collecting pollen loads from returning honey bee (Apis mellifera L.) (Hymenoptera: Apidae) foragers, to evaluate the exposure of honey bees to pesticides through pollen and as a biomonitoring tool. Typically, these surveys have found frequent contamination of pollen with multiple pesticides, with most of the estimated risk of acute oral toxicity to honey bees coming from insecticides. In our survey of pesticides in trapped pollen from three commercial ornamental plant nurseries in Connecticut, we found most samples within the range of acute toxicity in a previous state pollen survey, but a few samples at one nursery with unusually high acute oral toxicity. Using visual sorting by color of the pollen pellets collected in two samples from this nursery, followed by pesticide analysis of the sorted pollen and palynology to identify the plant sources of the pollen with the greatest acute toxicity of pesticide residues, we were able to associate pollen from the plant genus Spiraea L. (Rosales: Rosaceae) with extraordinarily high concentrations of thiamethoxam and clothianidin, and also with high concentrations of acephate and its metabolite methamidophos. This study is the first to trace highly toxic pollen collected by honey bees to a single plant genus. This method of tracking high toxicity pollen samples back to potential source plants could identify additional high-risk combinations of pesticide application methods and timing, movement into pollen, and attractiveness to bees that would be difficult to identify through modeling each of the contributing factors.	1	pesticide
30754289	First Report of Crown and Root Rot Caused by Binucleate Rhizoctonia AG-A on Thryptomene saxicola in Italy.	Thryptomene saxicola (Hook.) Schauer is an evergreen shrub native to Western Australia and a member of the Myrtaceae. In Italy, this species was recently introduced as an ornamental plant from abroad. From July of 2008 to September 2009, a new crown and root rot of T. saxicola was observed on several stocks of approximately 20,000 1- to 3-year-old potted plants. Diseased plants were obtained from a commercial nursery in eastern Sicily, Italy. They were propagated from cuttings and grown under drip irrigation. More than 30% of the plants showed disease symptoms. Infected plants were characterized by a lack of vigor. Roots and crowns were partially or completely destroyed, and as a consequence, infected plants were chlorotic and often wilted. Early in the disease development, roots and crowns showed brown lesions. Successively, mature crown lesions turned dark brown. Longitudinal sections of crown tissues revealed a discoloration of the basal stem. Diseased tissues were surface disinfested for 1 min in 1% NaOCl, rinsed in sterile water, plated on potato dextrose agar (PDA) amended with 100 mg/liter of streptomycin sulfate, and then incubated at 25°C. A binucleate Rhizoctonia (BNR) species was consistently isolated from affected tissues of plants. Phytophthora isolates were not recovered from symptomatic tissues plated on BNPRAH (benomyl, nystatin, pentachloronitrobenzene, rifampicin, ampicillin, and hymexazol) selective medium. Fungal colonies were white with floccose, aerial hyphae. Hyphal cells were determined to be binucleate when stained with 1% safranin O and 3% KOH solution (1) and examined at ×400. Anastomosis groups were determined by pairing isolates with five different tester isolates of BNR AG-A on 2% water agar in petri plates (3). Anastomosis was observed with all tester isolates. The rDNA-ITS of one isolate of BNR (DISTEF-TS1) was sequenced (GenBank Accession No. AB514570) (2). The sequence from this isolate exhibited 99% homology with BNR AG-A (GenBank Accession No. AY738628). Pathogenicity tests were conducted on potted, healthy, 1-year-old plants of T. saxicola. Forty plants were inoculated by placing 1/cm2 plugs of PDA from 5-day-old mycelial cultures near the base of the stem. The same number of plants was treated with 1/cm2 PDA plugs as controls. Plants were kept at 25°C and 95% relative humidity on a 12-h fluorescent light/dark regimen. Root and crown rots, identical to those observed in the nursery, appeared 45 days after inoculation, and 80% of the inoculated plants died within 4 months. Control plants remained healthy. Binucleate Rhizoctonia was reisolated from symptomatic tissues, completing Koch's postulates. To our knowledge, this is the first report in the world of BNR causing disease on T. saxicola. References: (1) R. J. Bandoni. Mycologia 71:873, 1979. (2) M. Hyakumachi et al. Phytopathology 95:784, 2005. (3) C. C. Tu and J. W. Kimbrough. Mycologia 65:941, 1973.	1	pesticide
30756096	High malaria transmission sustained by Anopheles gambiae s.l. occurring both indoors and outdoors in the city of Yaoundé, Cameroon.	Background: Malaria remains a major public health problem in Cameroon; however, despite reports on the adaptation of anopheline species to urban habitats, there is still not enough information on malaria transmission pattern in urban settings. In the frame of a larval control trial in the city of Yaoundé, we conducted baseline surveys to assess malaria transmission dynamics in this city. Methods: Adult mosquitoes were collected indoors and outdoors using CDC light traps and human landing catches from March 2017 to March 2018 in 30 districts of Yaoundé, Cameroon. Mosquitoes were sorted by genus and identified to the species level using PCR. The TaqMan method and ELISA were used to determine mosquito infection status to Plasmodium. Bioassays were conducted to assess female Anopheles gambiae susceptibility to insecticides. Results: A total of 218,991 mosquitoes were collected. The main malaria vectors were An. gambiae s.l. (n=6154) and An. funestus s.l. (n=229). Of the 1476 An. gambiae s.l. processed by PCR, 92.19% were An. coluzzii and 7.81% An. gambiae. An. funestus s.l. was composed of 93.01% (173/186) An. funestus and 4.84% (13/186) An. leesoni. The average biting rate of anopheline was significantly high outdoor than indoor (P=0.013). Seasonal variation in mosquito abundance and biting rate was recorded. The infection rate by Plasmodium falciparum was 2.13% (104/4893 mosquitoes processed). The annual entomological inoculation rate was found to vary from 0 to 92 infective bites/man/year (ib/m/y). Malaria transmission risk was high outdoor (66.65 ib/m/y) compared to indoor (31.14 ib/m/y). An. gambiae s.l. was found highly resistant to DDT, permethrin and deltamethrin. High prevalence of the West Africa kdr allele 1014F was recorded and this was not found to influence An. gambiae s.l. infection status.   Conclusion: The study suggests high malaria transmission occurring in the city of Yaoundé and call for immediate actions to improve control strategies.	1	pesticide
30764445	Identification of Phytophthora cryptogea as the Cause of Rapid Decline of Petunia (Petunia × hybrida) in Chile.	Phytophthora cryptogea was consistently isolated from diseased tissue taken from the crown and necrotic roots of grandiflora type petunia (Petunia × hybrida) that were collected in gardens in five public parks in Santiago, Chile in 2004 and 2005. Symptoms included leaf wilting and foliar chlorosis, followed by partial necrosis, and extensive dark-brown to reddish cankers in the crown. Disease incidence was over 50% and infected plants died within 7 to 10 days after transplanting. This pathogen was identified on the basis of colony morphology, morphological characterization of the sexual and asexual reproductive structures, and temperature range. The identification of Phytophthora cryptogea was further corroborated by the internal transcribed spacer sequence analysis (GenBank accession number EF093534). Isolates of P. cryptogea were pathogenic on 10-week-old white grandiflora petunia plants that were inoculated on the roots or on the crown using mycelium fragments, or via soil inoculation using zoospores. A rapid decline was observed after soil inoculations with zoospores. Root fresh weight decreased significantly and the root rot index and severity of foliage symptoms increased significantly (P ≤ 0.05), relative to noninoculated plants after 14 days of incubation. Two isolates (Ph-1 and Ph-2) were pathogenic on bell pepper and one isolate (Ph-1) was pathogenic on tomato after root inoculation. Two isolates (Ph-2 and Ph-3) were pathogenic on the fruit of avocado, bell pepper, cherry tomato, cucumber, kiwifruit, lemon, pear, pepino, and potato tubers, demonstrating the pathogen's ability to cause postharvest infection of fruit of a wide range of host plants. The efficacy of mefenoxam at 0.1 mg/ml mixed with either chlorothalonil at 1.0 mg/ml or mancozeb at 1.6 mg/ml was demonstrated in this study, whereas chlorothalonil and mancozeb alone did not control disease development. No significant differences were obtained between foliage and soil drench applications. This study demonstrated that P. cryptogea is the cause of the rapid decline found on petunia in Santiago, Chile and, to our knowledge, this is the first report giving a detailed description of a disease caused by P. cryptogea on petunia.	1	pesticide
30765100	Organic diet intervention significantly reduces urinary pesticide levels in U.S. children and adults.	BACKGROUND: Previous diet intervention studies indicate that an organic diet can reduce urinary pesticide metabolite excretion; however, they have largely focused on organophosphate (OP) pesticides. Knowledge gaps exist regarding the impact of an organic diet on exposure to other pesticides, including pyrethroids and neonicotinoids, which are increasing in use in the United States and globally. OBJECTIVE: To investigate the impact of an organic diet intervention on levels of insecticides, herbicides, and fungicides or their metabolites in urine collected from adults and children. METHODS: We collected urine samples from four racially and geographically diverse families in the United States before and after an organic diet intervention (n = 16 participants and a total of 158 urine samples). RESULTS: We observed significant reductions in urinary levels of thirteen pesticide metabolites and parent compounds representing OP, neonicotinoid, and pyrethroid insecticides and the herbicide 2,4-D following the introduction of an organic diet. The greatest reductions were observed for clothianidin (- 82.7%; 95% confidence interval [95% CI]: - 86.6%, - 77.6%; p < 0.01), malathion dicarboxylic acid (MDA), a metabolite of malathion (- 95.0%; 95% CI: - 97.0%, - 91.8%; p < 0.01), and 3,5,6-trichlor-2-pyridinol (TCPy), a metabolite of chlorpyrifos (- 60.7%; 95% CI: - 69.6%, - 49.2%; p < 0.01). Metabolites or parent compounds of the fungicides boscalid, iprodione, and thiabendazole and the neonicotinoid insecticide imidacloprid were not detected among participants in our study. CONCLUSION: An organic diet was associated with significant reductions in urinary excretion of several pesticide metabolites and parent compounds. This study adds to a growing body of literature indicating that an organic diet may reduce exposure to a range of pesticides in children and adults. Additional research is needed to evaluate dietary exposure to neonicotinoids, which are now the most widely used class of insecticides in the world.	1	pesticide
30779201	Insecticide susceptibility status and major detoxifying enzymes activity in Anopheles subpictus from Kasur, Pakistan.	Anopheles subpictus s.l. Grassi (Diptera: Culicidae) is a malaria vector in South Asia, where insecticides are the mainstay for vector control interventions. Information on any variation in metabolic enzyme levels in mosquitoes is helpful with respect to adapting alternative strategies for vector control. The scarce data on the biochemical basis of insecticide resistance in malaria vectors of Pakistan limit the available information for vector control interventions within the country. The insecticide susceptibility status and its biochemical basis against dichlorodiphenyltrichloroethane (DDT) (4%), deltamethrin (0.05%) and permethrin (0.75%) in An. subpictus s.l. collected from all Tehsils of district Kasur were evaluated. For this purpose, a World Health Organization susceptibility bioassay was performed followed by the detection of altered metabolic enzyme activity using biochemical assays. Similarly, a significant difference in knock-down effect was observed among field collected and susceptible strain against all insecticides 24 h post exposure. The overall mean mortality rates of DDT, deltamethrin and permethrin were 27.86% [95% confidence interval (CI) = 29.65-26.06], 44.89% (95% CI = 46.23-43.54) and 78.82% (95% CI = 80.16-77.47), respectively. The biochemical assays revealed an elevated level of metabolic enzymes in the field population. The results provide evidence of resistance against organochlorine and pyrethroid groups in a field population of An. subpictus s.l. from district Kasur mediated by multiple metabolic mechanisms, including acetylcholinesterases, esterases, cytochrome P450 and glutathione S-transferases.	1	pesticide
30780513	Resistance to Boscalid Fungicide in Alternaria alternata Isolates from Pistachio in California.	Boscalid is a new carboxamide fungicide recently introduced in a mixture with pyraclostrobin in the product Pristine for the control of Alternaria late blight of pistachio. In all, 108 isolates of Alternaria alternata were collected from pistachio orchards with (59 isolates) and without (49 isolates) prior exposure to boscalid. The sensitivity to boscalid was determined in conidial germination assays. The majority of isolates from two orchards without a prior history of boscalid usage had effective fungicide concentration to inhibit 50% of spore germination (EC50) values ranging from 0.089 to 3.435 μg/ml, and the mean EC50 was 1.515 μg/ml. Out of 59 isolates collected from an orchard with a history of boscalid usage, 52 isolates had EC50 values ranging from 0.055 to 4.222 μg/ml, and the mean EC50 was 1.214 μg/ml. However, in vitro tests for conidial germination and mycelial growth also revealed that seven A. alternata isolates, originating from the orchard exposed to boscalid were highly resistant (EC50 > 100 μg/ml) to this fungicide. Furthermore, in vitro tests showed no significant differences between wild-type and boscalid-resistant mutants in some fitness parameters such as spore germination, hyphal growth, sporulation, or virulence on pistachio leaves. Experiments on the stability of the boscalid-resistant phenotype showed no reduction of the resistance after the mutants were grown on fungicide-free medium. Preventative applications of a commercial formulation of boscalid (Endura) at a concentration which is effective against naturally sensitive isolates failed to control disease caused by the boscalid-resistant isolates in laboratory tests. To our knowledge, this is first report of field isolates of fungi resistant to boscalid.	1	pesticide
30781180	Rain Fastness and Persistence of Fungicides for Control of Alternaria Brown Spot of Citrus.	Field persistence and simulated rain experiments were conducted to determine the residual activity and rain fastness of several fungicides used for the control of Alternaria brown spot of citrus. Fungicidal activity persisted well in simulated rain experiments, despite the high rainfall amounts tested (40 mm in 2004 and 90 mm in 2005). However, most of the fungicides showed a significant reduction of disease control on fruit of 'Fortune' mandarin in the orchard after natural rain in 2004. Fruit growth rate was low and did not appear to play an important role in decline of fungicide residues. Copper products showed longer residual activity on fruit and higher rain fastness than did mancozeb, difenoconazole, iprodione, famoxadone, and pyraclostrobin. Cuprous oxide and copper oxychloride SC provided satisfactory disease control on fruit through 28 days and withstood 71 mm of rainfall in the orchard. A 4-week schedule with copper compounds is proposed for disease control on Fortune fruit during periods of weather favorable for disease development. Respray to replace fungicide deposit seems to be necessary only after heavy or wind-driven rains. With this program, about half of the sprays applied per season for fruit protection could be saved compared with the current schedule in Spain.	1	pesticide
30786589	Cryopreservation of Synchytrium solstitiale In Planta.	The fungus Synchytrium solstitiale is a candidate for use as a biocontrol agent against Centaurea solstitialis. This obligate parasite can be propagated only in planta, which necessitates development of a method for preserving cultures for longer periods of time for routine biological studies and shipment to other laboratories. Normally, sporangia embedded within the plant tissue release zoospores when submersed in water at temperatures above freezing. To examine what chemicals might inhibit zoospore release, infected tissue was exposed to different suspensions of fungicides. Cycloheximide and benomyl completely inhibited zoospore release or immediately induced encystment from tissue stored in these two chemicals, respectively. A few zoospores were released in suspensions of iprodione and propionic acid but were not motile. However, when tissue stored in iprodione or propionic acid was transferred to fresh distilled water, abundant active zoospores were released. Freezing the infected tissue at different temperatures in different cryoprotectants also affected the release of motile zoospores. Infected C. solstitialis tissue was immersed in water, water plus iprodione, methanol, ethylene glycol, dimethyl sulfoxide, glycerol, skim milk, trehalose, or sucrose and subjected to different temperatures for various periods of time. Some treatments protected the viability of the fungus for a shorter period of time whereas other treatments completely inhibited release. The best results were obtained when infected tissue was stored at -2°C in 0.5 M sucrose where active zoospores were released after 12 weeks of storage. Overall, results obtained from this study demonstrate a technique for long-term storage of S. solstitiale.	1	pesticide
30805725	Grapevine trunk diseases under thermal and water stresses.	MAIN CONCLUSION: Heat and water stresses, individually or combined, affect both the plant (development, physiology, and production) and the pathogens (growth, morphology, dissemination, distribution, and virulence). The grapevine response to combined abiotic and biotic stresses is complex and cannot be inferred from the response to each single stress. Several factors might impact the response and the recovery of the grapevine, such as the intensity, duration, and timing of the stresses. In the heat/water stress-GTDs-grapevine interaction, the nature of the pathogens, and the host, i.e., the nature of the rootstock, the cultivar and the clone, has a great importance. This review highlights the lack of studies investigating the response to combined stresses, in particular molecular studies, and the misreading of the relationship between rootstock and scion in the relationship GTDs/abiotic stresses. Grapevine trunk diseases (GTDs) are one of the biggest threats to vineyard sustainability in the next 30 years. Although many treatments and practices are used to manage GTDs, there has been an increase in the prevalence of these diseases due to several factors such as vineyard intensification, aging vineyards, or nursery practices. The ban of efficient treatments, i.e., sodium arsenite, carbendazim, and benomyl, in the early 2000s may be partly responsible for the fast spread of these diseases. However, GTD-associated fungi can act as endophytes for several years on, or inside the vine until the appearance of the first symptoms. This prompted several researchers to hypothesise that abiotic conditions, especially thermal and water stresses, were involved in the initiation of GTD symptoms. Unfortunately, the frequency of these abiotic conditions occurring is likely to increase according to the recent consensus scenario of climate change, especially in wine-growing areas. In this article, following a review on the impact of combined thermal and water stresses on grapevine physiology, we will examine (1) how this combination of stresses might influence the lifestyle of GTD pathogens, (2) learnings from grapevine field experiments and modelling aiming at studying biotic and abiotic stresses, and (3) what mechanistic concepts can be used to explain how these stresses might affect the grapevine plant status.	1	pesticide
30812588	Effect of Timing of Fungicide Applications on Development of Rusts on Daylily, Geranium, and Sunflower.	Integrated disease management should provide the most effective means of controlling rusts on ornamental crops over time, and fungicides are an important component of an integrated rust management program. Proper timing of fungicide applications is critical for effective disease management; however, information about application timing is lacking for rusts on ornamental crops. The objective of this study was to determine how fungicides affected rust development on daylily, geranium, and sunflower plants when applied several days before or after inoculation. Five fungicides registered for use against rusts on ornamental crops were evaluated: the strobilurin azoxystrobin; three sterol biosynthesis inhibiting fungicides-myclobutanil, propiconazole, and triadimefon; and the broad spectrum protectant chlorothalonil. All five fungicides significantly reduced lesion development by rust pathogens on daylily, geranium, and sunflower plants when these compounds were applied preventatively up to 15 days before inoculation and infection with a few exceptions (e.g., propiconazole on geranium and triadimefon on sunflower). Curative activity, which resulted from fungicide application after inoculation, was observed for the three rusts with some products (azoxystrobin on all three plants and myclobutanil, propiconazole, and triadimefon on geranium) when applied up to 7 days postinoculation. In general, fungicide efficacy with several of the products decreased as the time from application to inoculation (preventative activity) or inoculation to application (curative activity) increased.	1	pesticide
30818706	Management of Late Leaf Spot of Peanut with Benomyl and Chlorothalonil: A Study in Preserving Fungicide Utility.	Recent registration of sterol biosynthesis inhibitor and strobilurin fungicides for control of early (Cercospora arachidicola) and late (Cercosporidium personatum) leaf spot diseases of peanut (Arachis hypogaea) has renewed interest in the potential for loss of disease control due to fungicide resistance. The objectives of this study were to use the systemic fungicide benomyl, the protectant fungicide chlorothalonil, and late leaf spot of peanut as a model system to compare fungicide application strategies for fungicide resistance management. Field experiments were conducted at Tifton and Plains, GA, in 1995 and 1996 to determine the effects of alternate applications, mixtures, and alternating block applications of chlorothalonil and benomyl compared with full-season applications of two rates of chlorothalonil and two rates of benomyl alone on late leaf spot of peanut and on the proportion of the pathogen population resistant to benomyl following the various regimes. Tank mix combinations of half rates of the two fungicides and alternations of the full rates of the two fungicides provided better (P ≤ 0.05) control of late leaf spot than full-season applications of either rate of benomyl alone, and were comparable to full rates of chlorothalonil alone. Neither tank mixes nor alternating sprays prevented an increase in the relative frequency of benomyl-resistant isolates compared with other treatments in which benomyl was used. Both mixtures and alternate applications of chlorothalonil and benomyl were effective for management of leaf spot in fields where benomyl alone did not provide season-long leaf spot control.	1	pesticide
30832077	Effect of Imidacloprid on Incidence of Tomato yellow leaf curl virus.	Confidor, an imidacloprid insecticide, was used in two applications at four rates (47.6, 71.4, 95.2, and 119 g a.i./ha) for indirectly controlling Tomato yellow leaf curl virus (TYLCV) in field plantings of tomato. This spray regimen was compared with standard applications of cypermethrins at 10- to 15-day intervals throughout the growing season. In three field trials, a combination of integrated pest management (IPM) practices and two applications of Confidor at the two highest rates immediately after planting and 6 weeks later, protected tomato plants against the disease until 12 weeks after sowing. All rates of Confidor reduced disease incidence compared with standard chemical control applied in an integrated strategy, and quantitative efficacy increased with increase of insecticide rate. In the three seasons, the mean incidence of TYLCV 12 weeks after sowing was 42.7% in plots not adopting IPM compared with 15.7% in those that did. Disease incidence was reduced by Confidor treatments to 2.2 to 17%. Confidor-treated plots consistently had higher yields than control plots, and the yields decreased with the decrease in the rate of Confidor application. Confidor offers several advantages over standard applications of cypermethrins to control TYLCV. When applied immediately after planting, its long-lasting systemic activity protected the crop against the disease during early stages of growth. In addition, it reduced the number of sprays and increased tomato yield.	1	pesticide
30832296	Exploring the Insecticidal Potential of Boldo (Peumus boldus) Essential Oil: Toxicity to Pests and Vectors and Non-target Impact on the Microcrustacean Daphnia magna.	Every year Chile exports about 2000 tons of boldo folium (Peumus boldus), which is used around the world as a traditional herbal medicinal product (THMP), mostly to relieve gastrointestinal disorders. This biomass may be a resource for the agrochemical industry to manufacture botanical insecticides. In this regard, the insecticidal potential of boldo has been poorly investigated. In the present work, hydrodistillation of a commercial boldo folium gave 1.5% (w/w) of a yellowish essential oil (boldo essential oil, BEO) containing 1,8-cineole (20.7%), p-cymene (18.5%), limonene (9.1%), ascaridole (9.1%) and β-phellandrene (6.4%) as the main constituents, as determined by gas chromatography-mass spectrometry (GC-MS). NMR analysis allowed us to determine that ascaridole was mainly represented by the cis-isomer. BEO was toxic to larvae of the filariasis vector Culex quinquefasciatus and adults of the housefly Musca domestica, showing LC50/LD50 values of 67.9 mg·L-1 and 98.5 µg·adult-1, respectively. On the other hand, lower insecticidal activity was observed against larvae of the moth pest Spodoptera littoralis (LD50 of 268.9 µg·larva-1). It is worth noting that, when tested at LC90 concentration, BEO was significantly less toxic to aquatic microcrustacean Daphnia magna than the conventional insecticide α-cypermethrin. Finally, in the attempt to explore the BEO mode of action, we tested it for acetylcholinesterase (AChE) inhibitory properties using the Ellman method, obtaining negligible effects (IC50 = 0.45 mg·mL-1). Taken together, these results gave new insights into the potential of BEO as a future ingredient of botanical insecticides.	1	pesticide
30835785	Comparative Proteomics Analysis Between the Short-Term Stress and Long-Term Adaptation of the Blattella germanica (Blattodea: Blattellidae) in Response to Beta-Cypermethrin.	A proteomic method combining two-dimensional polyacrylamide gel electrophoresis and tandem mass spectrometry was used to compare the hemolymph expression profiles of a beta-cypermethrin-resistant Blattella germanica L. strain (R) and a susceptible strain (S) after 24 h of beta-cypermethrin induction. The results showed that there were 42 differentially expressed proteins after induction of the R strain: 4 proteins were upregulated and 38 proteins were downregulated. One hundred one hemolymph proteins were differentially expressed after induction of the S strain: 53 proteins were upregulated and 48 proteins were downregulated. The identified proteins were mainly classified into the following categories: energy metabolism proteins such as arginine kinase and triose phosphate isomerase, detoxification-related proteins such as glutathione S-transferases (GSTs), signal molecule-regulated proteins such as nitric oxide synthase (NOS), and other proteins such as kinetic-related proteins and gene expression-related proteins. Several proteins show significant differences in response to short-term stress and long-term adaptation, and differential expression of these proteins reflects an overall change in cellular structure and metabolism associated with resistance to pyrethroid insecticides. In summary, our research has improved the understanding of the molecular mechanisms of beta-cypermethrin resistance in German cockroaches, which will facilitate the development of rational methods to improve the management of this pest.	1	pesticide
30838426	Actively detached Pseudomonas aeruginosa biofilm cell susceptibility to benzalkonium chloride and associated resistance mechanism.	The present work aimed at studying physiological properties of Pseudomonas aeruginosa cells actively detached from biofilm formed on stainless steel and comparing them with their planktonic counterparts as a function of growth temperature (20 °C and 37 °C). The susceptibility of P. aeruginosa cells to benzalkonium chloride (BAC) was studied. Furthermore, the effect of BAC on the cell membrane integrity and the role of the cell membrane fluidity in the cell-scale-resistance mechanism were investigated. Our results showed that actively detached biofilm cells were more susceptible to BAC treatment than planktonic ones. A greater leakage of intracellular potassium after BAC addition was observed in actively detached biofilm cells, which reflects their membrane vulnerability. The rise of the growth temperature from 20 to 37 °C increased the membrane rigidity of planktonic cells comparatively to their actively detached biofilm ones. Under experimental conditions developed in this work, our data highlighted that actively biofilm-detached and planktonic P. aeruginosa cells have distinguishable phenotypes.	1	pesticide
30841169	Impact of Azoxystrobin, Dimethomorph, Fluazinam, Fosetyl-Al, and Metalaxyl on Growth, Sporulation, and Zoospore Cyst Germination of Three Phytophthora spp.	In vitro activity of azoxystrobin, dimethomorph, and fluazinam on growth, sporulation, and zoospore cyst germination of Phytophthora capsici, P. citrophthora, and P. parasitica was compared to that of fosetyl-Al and metalaxyl. The 50% effective concentration (EC50) values for)inhibition of mycelial growth of the three pathogens usually were lowest for dimethomorph and (metalaxyl, ranging from <0.1 to 0.38 μg/ml. However, the 90% effective concentration (EC90) levels for dimethomorph always were lower than the other four tested compounds, with values ranging from 0.32 to 1.6 μg/ml. Mycelial growth of P. capsici, P. citrophthora, and P. parasitica was least affected by azoxystrobin and fluazinam, with estimated (EC90) values >3,000 μg/ml. Reduction of sporangium formation by P. capsici, P. citrophthora, and P. parasitica in the presence of dimethomorph at 1 μg/ml was significantly greater than that recorded for the same concentration of azoxystrobin, fluazinam, and fosetyl-Al. For the three species of Phytophthora, zoospore motility was most sensitive to fluazinam (EC50 and EC90 values of <0.001 μg/ml) and (least sensitive to fosetyl-Al, with (EC50 and EC90 values ranging from 299 to 334 and 518 to 680 μg/ml, respectively). Germination of encysted zoospores of P. capsici, P. citrophthora, and P. parasitica was most sensitive to dimethomorph (EC50 and EC90 values ranging from 3.3 to 7.2 and 5.6 to 21 μg/ml, respectively), intermediate in sensitivity to fluazinam (EC50 and EC90 from 18 to 108 and 67 to >1,000 μg/ml, respectively) and metalaxyl (EC50 and EC90 from 32 to 280 and 49 to 529 μg/ml, respectively), and lowest in sensitivity to azoxystrobin and fosetyl-Al (EC50 and EC90 from 256 to >1,000 μg/ml). The activity of azoxystrobin, dimethomorph, and fluazinam on one or more stages of the life cycle of P. capsici, P. citrophthora, and P. parasitica suggests that these compounds potentially could provide Phytophthora spp. disease control comparable to that of the established fungicides fosetyl-Al and metalaxyl.	1	pesticide
30847031	The Effect of Temperature on the Development of Trilocha varians (Lepidoptera: Bombycidae) and Control of the Ficus Plant Pest.	Ficus plants are commonly planted as ornamentals along roadsides in Malaysia. In 2010, Ficus plants in Kuala Terengganu were found to be attacked by a moth, identified as Trilocha varians. The larvae of this moth fed on Ficus leaves causing up to 100% defoliation. This study was conducted to determine the life cycle of T. varians under two different environmental temperatures and to control this pest using two different insecticides. Our findings showed that there were significant differences in the time taken for eggs to hatch and larval and pupation period between low and high environmental temperatures. Results also showed that fipronil had lower LT50 and LT95 than malathion. This study provides new information on the life history of T. varians under two different conditions and the efficiency in controlling T. varians larvae using insecticides. The results of this study are important for future management in controlling T. varians population especially in Kuala Terengganu, Malaysia.	1	pesticide
30851698	Prenatal exposure to the herbicide 2,4-D is associated with deficits in auditory processing during infancy.	INTRODUCTION: Despite widespread use, many herbicides and fungicides are not well studied for neurological effects. Fetal and infant brains are rapidly developing, yet the effects of early-life exposure to these classes of pesticides on visual and auditory function are unknown. Here we examined the effects of prenatal herbicide and fungicide exposure on infant grating visual acuity (VA) and auditory brainstem response (ABR). METHODS: 9 herbicides and 13 fungicides were measured in umbilical cord blood plasma from a cohort of infants in Fuyang County, China (n = 232). Grating VA and ABR latencies for waves I, III, V were measured at 3 time points: 6 weeks, 9 months, and 18 months. Outcomes included VA score, ABR wave V latency and ABR central conduction time (CCT [wave V- wave I]). Pesticides were analyzed as 3-level ordinal (non-detect [ND]/medium/high), or dichotomous (ND/detect), depending on detection rates. Linear mixed models were used to evaluate relations between pesticides and VA and ABR outcomes. RESULTS: 2,4-dichloroacetic acid (2,4-D), prometryn, simazine, and tetrahydrophthalamide (THPI, a metabolite of captan) were detected in 27%, 81%, 17%, and 16% of samples, respectively. Infants prenatally exposed to 2,4-D had slower auditory response times at 6 weeks. Infants with cord levels of 2,4-D > 1.17 ng/mL had wave V latencies that were 0.12 (95% CI: 0.03, 0.22) ms slower (p = 0.01) and overall CCTs that were 0.15 (95% CI:0.05, 0.25) ms slower (p = 0.003) than infants with non-detectable 2,4-D in their cord blood. No other statistically significant findings were observed for the other herbicides and fungicides or for the grating VA outcome. CONCLUSIONS: Prenatal exposure to the herbicide 2,4-D was associated with slower auditory signal transmission in early infancy. ABR latencies reflect auditory pathway maturation and longer latencies may indicate delayed auditory development.	1	pesticide
30853007	Quantitation of neonicotinoid insecticides, plus qualitative screening for other xenobiotics, in small-mass avian tissue samples using UHPLC high-resolution mass spectrometry.	We developed and validated a liquid chromatography-high-resolution mass spectrometry (LC-HRMS) analytical method for quantitatively measuring pesticide concentrations in small-body avian tissue samples using homogenized 1-2-d-old chicken carcasses as the test matrix. We quantified the following key insecticides: sulfoxaflor (sulfoximine class) and the neonicotinoids dinotefuran, nitenpyram, thiamethoxam, acetamiprid, thiacloprid, clothianidin, and imidacloprid. We used fortified chick carcass samples to validate method accuracy (80-125% recoveries), precision (<20% relative standard deviation), and sensitivity (≤1.2 ppb) for these targeted analytes. This method also uses full-scan, high-resolution MS to screen for the presence of a wide variety of other xenobiotics in bird carcasses. The utility of our screening process was demonstrated by the detection of carbaryl in some samples. This sensitive LC-HRMS analytical method for insecticide detection in a matrix of homogenized carcass is ideal for evaluating small birds for insecticide exposure. This novel whole-carcass method may allow for research studies of small-bodied, free-ranging avian species, and could provide insight regarding their exposure to multiple classes of environmental contaminants.	1	pesticide
30861824	Infection Components of Wild-Type and Mutant Strains of Colletotrichum gloeosporioides f. sp. aeschynomene on Northern Jointvetch.	Colletotrichum gloeosporioides f. sp. aeschynomene causes an anthracnose of northern jointvetch, Aeschynomene virginica. Infection components, including lesion number, latent period, lesion expansion rate, and sporulation, were measured in experiments conducted in controlled environments. Two wild-type strains (3-1-3 and CLA 5A), four benomyl-resistant strains (B13, B15, B18 and B21), and four nitrate nonutilizing mutant strains (Nit A, Nit R, Nit L, and Nit T) of the pathogen were tested. Nitrate nonutilizing strains caused significantly fewer lesions on northern jointvetch than did wild-type and benomyl-resistant strains. Latent periods were significantly shorter for the wild-type strain CLA 5A than for most other strains. Lesion expansion rates of all benomyl-resistant strains were significantly slower than those of the wild- type strains. Large variations in sporulation were observed for most strains, and no differences in sporulation were found between wild-type and mutant strains. The usefulness of infection component analysis for the identification of competitiveness of strains of fungal pathogens for biological control of weeds is discussed.	1	pesticide
