mid	title	abstract
40038831	Computational histology reveals that concomitant application of insect repellent with sunscreen impairs UV protection in an ex vivo human skin model.	Histological alterations such as nuclear abnormalities are sensitive biomarkers associated with diseases, tissue injury and environmental insults. While visual inspection and human interpretation of histology images are useful for initial characterization, such low-throughput procedures suffer from inherent limitations in terms of reliability, objectivity and reproducibility. Artificial intelligence and digital morphometry offer unprecedented opportunities to quickly and accurately assess nuclear morphotypes in relation to tissue damage including skin injury.
40038778	Association between knowledge of anticoagulation, INR control, and warfarin-related adverse events: a cross sectional study.	This cross-sectional observational study, conducted from 01/09/2023 to 01/11/2023, involved 200 warfarin-using patients outpatient clinics to assess the knowledge and understanding of warfarin among patients through face-to-face interviews.
40038361	Author Correction: Genotoxic impact of agricultural insecticides as contaminants of river Teesta on the resident fish Pethia Conchonius.	NA
40037896	Haloalkane dehalogenases other than LinB can contribute to the γ-hexachlorocyclohexane utilization.	Haloalkane dehalogenases (HLDs) convert halogenated compounds to corresponding alcohols by a simple hydrolytic mechanism. Although many bacterial strains possess HLDs or HLD homologues, LinB is the only HLD known to be involved in the utilization of γ-hexachlorocyclohexane (γ-HCH), a man-made chlorinated pesticide. In this study, to gain insight into the functional evolution of HLDs toward the γ-HCH utilization, the linB gene in γ-HCH-degrading Sphingobium japonicum strain UT26 was replaced by 7 other HLD or HLD homologous genes, including 3 putative ancestral enzymes. Interestingly, strains carrying genes for DmmA from marine metagenome or Rluc_anc, an ancestor of Renilla-luciferin 2-monooxygenase (Rluc) and LinB, produced 2,5-dichlorophenol and 2,5-dichlorohydroquinone from γ-HCH, which are indicators of LinB activity, and grew in minimal medium supplied with γ-HCH as a sole carbon source. These results indicated that other HLDs in addition to LinB can play roles in the γ-HCH utilization.
40037601	Cultivating resilience: assessing commercial strawberry cultivars for chilli thrips management in Florida strawberries.	Strawberry, Fragaria x ananassa Duchesne (Rosales: Rosaceae), is an important specialty crop in Florida, generating about $500 million in annual revenue. An invasive insect, chilli thrips, Scirtothrips dorsalis Hood (Thysanoptera: Thripidae), has emerged as a major strawberry pest, causing considerable yield and revenue loss in recent years. Pesticide application is the leading control option but is not always recommended due to resistance development. Host plant resistance (HPR) can be a novel option to manage S. dorsalis sustainably. Four commercial cultivars, 'Florida Brilliance', 'Florida Medallion FL16.30-128', 'Sweet Sensation 'Florida127', and 'Florida Pearl FL16.78-109', were evaluated for their performance in the 2021-2022 field season under the natural population of S. dorsalis. In 2022-2023 and 2023-2024, 3 more cultivars, 'Strawberry Festival', 'Florida Radiance', and 'Florida Beauty', were added to this list. Twenty bare-root strawberry transplants were planted in each field plot, and each cultivar was replicated 8 times in a randomized complete block design. Damage on trifoliate, number of adults and larval S. dorsalis on trifoliate, number of flowers, and marketable fruit yield were assessed for each cultivar. Results revealed that 'Florida Pearl 109' had the highest insect count and damage index of all 3 year. 'Strawberry Festival' also showed the same trend after its introduction in the second year. 'Florida Brilliance' and 'Sweet Sensation' had the lowest damage index, lowest adult insect count, and higher marketable yield compared to 'Florida Pearl 109' and 'Strawberry Festival'. Therefore, utilizing resistant cultivars can be an effective tool for managing S. dorsalis in the field.
40037588	Toxic effects of atrazine on freshwater mussels (Elliptio complanata).	Atrazine (ATR) is a commonly found herbicide contaminant in water bodies across the United States. In this study, native freshwater mussels (Elliptio complanata) were investigated to determine histopathological effects and bioaccumulation of ATR under laboratory conditions. Mussels were collected from the Rice Creek Field Station, Oswego, NY, and were exposed to two different concentrations of ATR (15 and 150 μg/L) for 4 weeks. Histopathological phenotypes induced by ATR include reduced or no ciliary epithelium, ciliary cells merged or completely absent, skeletal rods and connective tissue reduced, causing malformed gill filaments; inhibition of condensation of spermatogenic cells and induced necrosis in spermatocytes in testis; disintegration of acini, oocytes, follicles, and epithelium of the duct, disintegration of the yolk and stalk connecting acini to the follicular wall in ovaries. There were no apparent ATR-mediated histopathological effects in the mantle tissue. Liquid chromatography-mass spectrometry was used to quantify the levels of bioaccumulation of ATR in the tissues where the teratogenic effects are observed from the histological analysis. Bioaccumulation of ATR was observed in gills (0.11 µg/g in the ATR 15 µg/L group and 0.51 µg/g in the ATR 150 µg/L group) and visceral tissues (0.11 µg/g in the ATR 15 µg/L group and 0.63 µg/g in the ATR 150 µg/L), correlating with the histopathological phenotypes. ATR's action mechanism is identified as induced apoptosis in the cells. Further investigation is warranted to elucidate the biochemical response and determine the derivates of ATR in this species.
40037586	Effects of realistic pesticide mixtures on the springtail Folsomia candida.	The application of multiple pesticides over the last decades has resulted in their frequent and in some cases long-term presence in soils as complex mixtures. This work assessed the toxicity of realistic pesticide mixtures observed in 11 case study sites to the springtail Folsomia candida. Each mixture was composed of 5 pesticides (as active substances or metabolites), chosen based on their occurrence in soil and expected risk to soil invertebrates. Reproduction tests were conducted in natural agricultural soil, and the springtails were exposed to 3 concentrations of the selected pesticides: the median environmental concentration (MEC), the predicted environmental concentration (PEC), and 5 times PEC (5PEC). No significant effect was observed at MEC exposure in any case study sites, however, effects on reproduction, adult survival, and adult size were observed at PEC and 5PEC exposures on 5 case study sites. Risk quotients (RQ) of individual pesticides were calculated by dividing the exposure concentrations (MEC, PEC, and 5PEC) by the NOEC values from the literature, and the sum of the 5 pesticides was calculated as ∑RQ in each case study site. The toxicity at PEC exposure was higher than expected based on the ∑RQ in two case study sites, indicating a possible synergistic mixture effect. This work provides new information on the effects of realistic pesticide mixtures. Further research is required to clarify whether the current risk assessment of individual pesticides adequately protects soil species from exposure to multiple pesticide residues that may occur in even more complex mixtures.
40037548	Embryonic exposure to valproic acid and neonicotinoid deteriorates the hyperpolarizing GABA shift and impairs long-term potentiation of excitatory transmission in the local circuit of intermediate medial mesopallium of chick telencephalon.	Embryonic exposure to valproic acid and imidacloprid (a neonicotinoid insecticide) impairs filial imprinting in hatchlings, and the deteriorating effects of valproic acid are mitigated by post-hatch injection of bumetanide, a blocker of the chloride intruder Na-K-2Cl cotransporter 1. Here, we report that these exposures depolarized the reversal potential of local GABAergic transmission in the neurons of the intermediate medial mesopallium, the pallial region critical for imprinting. Furthermore, exposure increased field excitatory post-synaptic potentials in pre-tetanus recordings and impaired long-term potentiation (LTP) by low-frequency tetanic stimulation. Bath-applied bumetanide rescued the impaired LTP in the valproic acid slices, whereas VU0463271, a blocker of the chloride extruder KCC2, suppressed LTP in the control slices, suggesting that hyperpolarizing GABA action is necessary for the potentiation of excitatory synaptic transmission. Whereas a steep increase in the gene expression of KCC2 appeared compared to NKCC1 during the peri-hatch development, significant differences were not found between valproic acid and control post-hatch chicks in these genes. Instead, both valproic acid and imidacloprid downregulated several transcriptional regulators (FOS, NR4A1, and NR4A2) and upregulated the RNA component of signal recognition particles (RN7SL1). Despite different chemical actions, valproic acid and imidacloprid could cause common neuronal effects that lead to impaired imprinting.
40037536	Tribenuron-methyl inhibit greenhouse gas emission and impacted the related functional pathways.	This study investigates the combined effects of tribenuron-methyl and urea on soil bacterial communities, greenhouse gases (GHGs) emissions, and carbon (C) and nitrogen (N) cycle-related functions. High-throughput sequencing revealed significant impacts on bacterial diversity and composition, with responses varying across different concentrations, sampling times, and the presence of urea. Tribenuron-methyl inhibited bacterial diversity at early sampling times but increased diversity after 60 days in the highest treatment. The impact on bacterial phyla varied across treatments, with notable fluctuations in Proteobacteria, Chloroflexi, and Verrucomicrobiota abundance. Tribenuron-methyl also caused distinct shifts in bacterial community structure, with pronounced effects in the presence of urea. Tribenuron-methyl significantly suppressed CO2 release but had no significant effect on N2O emissions. Urea addition enhanced N2O release without altering the impact of tribenuron-methyl. Functional pathway analysis indicated that tribenuron-methyl inhibited C cycle-related enzymes, particularly without urea addition, while its effect on N cycle-related enzymes was minimal. These findings highlight the dynamic interactions between herbicides, nitrogen fertilizers, and soil microbial processes, offering insights into their ecological impacts and implications for agricultural management.
40037191	Few-layer MoS<sub>2</sub> co-assembly with GO to optimize defect channels and stability of GO membranes for high-performance organic-inorganic separation.	The selective separation of organic compounds and inorganic salts is essential for wastewater recycling in fine chemical industries such as pharmaceuticals and pesticides. Membrane separation technology offers a promising solution. However, conventional organic membranes often face challenges related to precise separation and solvent resistance. While graphene oxide (GO) membranes exhibit excellent solvent resistance, their separation performance and structural stability require further improvement. In this study, we developed a GO/few-layer molybdenum disulfide (FLMoS<sub>2</sub>) membrane via co-assembly. The optimized GO/FLMoS<sub>2</sub> membrane demonstrated a water permeability of 28.4 LMH/bar, approximately four times higher than conventional GO membranes, and achieved a separation factor exceeding 900 for organic/inorganic mixtures-among the highest reported for two-dimensional (2D) membranes. Comprehensive characterization, including low-field nuclear magnetic resonance (LF-NMR), revealed that this superior performance was attributed to controlled defect channels, enhanced interlayer cross-linking, and the intrinsic rigidity of FLMoS<sub>2</sub>, which provided high structural stability and minimal swelling. Moreover, mechanical strength assessments, including critical destructive load force and nanoindentation tests, confirmed significant improvement in structural robustness. As a result, the GO/FLMoS<sub>2</sub> membrane maintained stable water permeability and separation efficiency over 100 hours of continuous operation and six chemical cleaning cycles, demonstrating its potential for sustainable wastewater treatment and resource recovery.
40037080	Exposure to thiazole pesticides disrupts pathogens and undermines keystone status of rare taxa within bacterial ecological networks.	Considering the sensitivity of rare microbial taxa to environmental disturbances and their critical roles in ecosystems, it is essential to investigate how soil microbial communities (particularly rare microbes) respond to pesticide exposure. In this study, we found that thiazole pesticides significantly reduced the severity of potato common scab and effectively disrupted the pathogen's cell membrane integrity. Notably, hierarchical partitioning analysis indicated that the rare microbial taxa in potato geocaulosphere soil constitute key clusters influencing disease incidence. Within bacterial molecular ecological networks, nodes corresponding to these rare taxa generally exhibited higher degrees compared to those of more abundant taxa. However, pesticide exposure reduced the number of keystone nodes and substantially weakened the hub status of rare bacterial taxa in these networks. These findings suggest that, although thiazole pesticides effectively eradicate pathogens, they may also pose a non-negligible potential risk to rare taxa in agricultural ecosystems.
40037043	Processing factors of pesticide residues in durum wheat milling fractions and pasta.	A total of 242 processing factors (Pf) were determined for 34 pesticides studied in milling products (flour, semolina, bran, middlings, fine bran), in refined and wholemeal pasta. The durum wheat cv Platone was grown in the field and was treated with formulations containing acetamiprid, λ-cyhalothrin, deltamethrin, benzovindiflupyr, and prothioconazole, at dosages 5 times higher than the label. Part of the untreated wheat was fortified in the laboratory with a mixture of 31 pesticides (organophosphates, organochlorines, pyrethroids, and others) at spiking levels of 1.8-3.5 mg kg<sup>-1</sup>. Pilot plants were used to simulate industrial milling and pasta-making processes. Pesticide residues, determined using the QuEChERS method with LC/GC-MS/MS techniques, resulted low in flour, semolina, and pasta (Pf < 1) but high in bran and middlings (Pf = 1.9-6.8). Careful selection of the wheat quality for bran and wholemeal foods is necessary to protect human and animal health.
40037024	Pesticide fate under varying cropping systems and soil depths: A study using leaching experiments and inverse modelling.	Current pesticide leaching risk assessments overlook critical site-specific factors such as soil depth and agricultural practices. Relying on transport parameters from databases or manufacturer studies, often based on limited soil types, can lead to inaccurate contamination risk estimates and ineffective protection of groundwater resources. In this study, the fate of eight pesticides of concern for groundwater was investigated under three cropping systems and three soil depths. Leaching experiments were carried out in undisturbed columns from a loamy agricultural soil and mass balances were realized. Inverse dual-porosity modelling using Hydrus 1-D was then performed to adjust mobility parameters. The results reveal that different soil properties and structure between soil depths have a more substantial impact on pesticide leaching behaviour than the cropping systems. Significant differences in pesticide transport and retention are observed between soil horizons, illustrating the inadequacy of using surface parameters for the entire soil profile, which can lead to underestimation of groundwater contamination. Our analysis indicates that root architecture, soil properties and surface tillage can affect pesticide leaching dynamics. While short-term differences between cropping systems were limited, these factors could be important for long-term effects. The experimental transport parameters showed discrepancies with established databases, where higher adsorption and degradation could underestimate pesticide leaching and metabolites production. This study highlights the need to adapt transport parameter values for all pesticides of concern to site-specific conditions. In addition, accurate risk assessment requires advanced modelling techniques that take into account soil depth variability and local conditions to improve water protection decision-making. Future research should focus on long-term monitoring of the effects of sustainable agricultural practices on pesticide behaviour over several seasons and for a range of soil types. Special emphasis should be placed on the role of metabolites in environmental contamination.
40036967	Investigation of Nanoflow Liquid Chromatography High-Resolution MS (nanoLC-HRMS) for the Analysis of Veterinary Drug Residues in Fish and Shrimp.	A wide-scope screening method for veterinary drugs and other contaminants in aquaculture products using LC high resolution MS (HRMS) was developed previously. Using nanoflow LC could significantly increase the sensitivity of this method.
40036914	Preparation of boric acid functionalized hyper-crosslinked polymer for efficient extraction of phenylurea herbicides from lake water, green tea drink and tomato samples.	A boric acid functionalized hyper-crosslinked polymer (HCP), designated as NPCBA/TBM-HCP, was successfully synthesized via Friedel-Crafts reaction by copolymerizing N-phenylcarbazole-2-boronic acid (NPCBA) and 2,4,6-Tris(bromomethyl)mesitylene (TBM). The NPCBA/TBM-HCP showed a large surface area and a good adsorption property for phenylurea herbicides (PUHs). A method with NPCBA/TBM-HCP based solid phase extraction and high-performance liquid chromatographic detection was developed for the simultaneous analysis of PUHs in lake water, green tea drink and tomato samples. Under the optimized experimental conditions that the amount of the NPCBA/TBM-HCP was 30 mg, sample solution was 100 mL, sample loading rate was 4 mL min<sup>-1</sup>, and eluent was 0.3 mL acetonitrile, the linear response for the PUHs was in the range of 0.06-80.0 ng mL<sup>-1</sup>, 0.6-80.0 ng mL<sup>-1</sup> and 0.9-200 ng g<sup>-1</sup> for lake water, green tea drink and tomato samples, respectively, with a good linearity (the coefficients of determination (r<sup>2</sup>) ≥ 0.9916). The detection limits (S/N = 3) for lake water, green tea drink and tomato samples were 0.02-0.03 ng mL<sup>-1</sup>, 0.2 ng mL<sup>-1</sup> and 0.3-0.5 ng g<sup>-1</sup>, respectively. The method recoveries for spiked samples were 80.0 %-119.1 % and RSDs were lower than 9.9 % for the determination. The method provides a new and feasible approach for the determination of phenylurea herbicide in real samples.
40036830	Potential of repurposed agricultural ingredients in propylene glycol emulsions as oral toxicants for control of adult mosquitoes (Diptera: Culicidae).	Mosquito control operations have limited options available for adult mosquito reduction. Untapped alternatives exist in adjacent pest-management industries, but translation and validation for various technologies is still ongoing. The attractive targeted sugar bait (ATSB) strategy is a formulation platform that is amenable to toxicants not otherwise widely used for adult mosquito control techniques and equipment. To find fast-acting, effective toxicants for ATSB, choice assays were conducted using fipronil, spinosyn, dinotefuran, clothianidin, imidacloprid, bifenazate, indoxacarb, abamectin, and λ-cyhalothrin against Aedes aegypti (L.) (Diptera: Culcidae) as a model system. Active ingredients were emulsified in propylene glycol, a secondary toxicant and formulation aid in ATSB, and sucrose solution. Treatments were presented in tandem with unadulterated 10% sucrose in all assays. In both 24-h mortality and fecal droplet analysis, indoxacarb was ingested similarly as often as the sugar water-only control group and yielded the overall lowest mortality. Imidacloprid, λ-cyhalothrin, and abamectin were all readily ingested, and in some cases the fecal droplet analysis indicated bias towards consumption of the treated sugar solutions. Mortality in the first 24 h was over 95% for the aforementioned toxicants, supporting that they both kill in limited time and have a suitable palatability or repellency response profile with mosquitoes. But imidacloprid and λ-cyhalothrin (resistance) and imidacloprid (pollinators) have roadblocks for use in ATSB because of potential nontarget impact to pollinators and prevalent insecticide resistance issues. However, abamectin appears to be a promising ingredient for future ATSB formulations to establish quick vector interruption and improve insecticide class variety for resistance management.
40036643	Molecular Mechanism of λ-Cyhalothrin Detoxification by a Delta-Class Glutathione S-Transferase (PxGSTD3) from <i>Plutella xylostella</i>.	The diamondback moth (<i>Plutella xylostella</i>) exhibits significant resistance to commonly used insecticides including λ-cyhalothrin. Delta-class glutathione S-transferases (GSTs) are crucial detoxification enzymes involved in insecticide detoxification and resistance. We demonstrate that <i>PxGSTD3</i> is associated with the resistance to λ-cyhalothrin and contributes to λ-cyhalothrin detoxification. The transcription of <i>PxGSTD3</i> was rapidly upregulated in response to λ-cyhalothrin exposure, and the recombinant protein exhibited significant metabolic activity against λ-cyhalothrin. Further investigation using computer-aided drug design revealed the binding and metabolic mechanism of PxGSTD3 toward λ-cyhalothrin. The results showed that λ-cyhalothrin binds to an active pocket through noncovalent interactions such as hydrogen bonds, π-π stacking, and hydrophobic interactions. Residues Arg36, Tyr115, and Phe119 were found to have a critical impact on the binding and metabolism of λ-cyhalothrin by PxGSTD3. These findings provide valuable insights into the metabolic role of GST in detoxifying insecticides and offer theoretical guidance for the design of novel pyrethroid-based insecticides.
40036624	Monitoring insecticide resistance and target-site mutations in field populations of Spodoptera frugiperda (Lepidoptera: Noctuidae) in China.	The fall armyworm Spodoptera frugiperda (J. E. Smith) (Lepidoptera: Noctuidae), a notorious invasive pest, has been widely monitored for insecticide resistance. Since its invasion of China in late 2018, early to mid-stage monitoring of resistance is particularly crucial to inform effective control strategies. Resistance ratios (RRs) derived from bioassays offer valuable insights into the overall resistance levels of field populations, while the detection of resistance allele frequencies helps uncover the potential causes of resistance variation. In this study, we established a baseline of susceptibility in third-instar larvae to 7 insecticides using a laboratory strain Xinzheng2019 and assessed the resistance levels of 9 populations collected from central and southern China between 2022 and 2023. Compared to the susceptible Xinzheng2019 strain, 2 field populations showed low-level resistance (RR = 5-10) to indoxacarb, and one exhibited low-level resistance to chlorantraniliprole. Minor resistance (RR = 3-5) was observed in 2 populations to lambda-cyhalothrin, 5 to indoxacarb, and 5 to chlorantraniliprole. All populations remained susceptible (RR < 3) to spinetoram, emamectin benzoate, chlorfenapyr, and lufenuron. Molecular analysis of 11 mutation sites across 3 key resistance-related genes (Ace-1, GluCl, and voltage-gated sodium channel [VGSC]) revealed that 52.1% of all tested samples carried either homozygous or heterozygous resistance alleles at the F290V locus of the Ace-1 gene, while no resistance mutations were detected at other sites. Our findings offer valuable insights into the insecticide resistance status of S. frugiperda field populations in China and provide guidance for effective chemical insecticide use.
40036620	Machine-learning approach facilitates prediction of whitefly spatiotemporal dynamics in a plant canopy.	Plant-specific insect scouting and prediction are still challenging in most crop systems. In this article, a machine-learning algorithm is proposed to predict populations during whiteflies (Bemisia tabaci, Hemiptera; Gennadius Aleyrodidae) scouting and aid in determining the population distribution of adult whiteflies in cotton plant canopies. The study investigated the main location of adult whiteflies relative to plant nodes (stem points where leaves or branches emerge), population variation within and between canopies, whitefly density variability across fields, the impact of dense nodes on overall canopy populations, and the feasibility of using machine learning for prediction. Daily scouting was conducted on 64 non-pesticide cotton plants, focusing on all leaves of a node with the highest whitefly counts. A linear mixed-effect model assessed distribution over time, and machine-learning model selection identified a suitable forecasting model for the entire canopy whitefly population. Findings showed that the top 3 to 5 nodes are key habitats, with a single node potentially accounting for 44.4% of the full canopy whitefly population. The Bagging Ensemble Artificial Neural Network Regression model accurately predicted canopy populations (R² = 85.57), with consistency between actual and predicted counts (P-value > 0.05). Strategic sampling of the top nodes could estimate overall plant populations when taking a few samples or transects across a field. The suggested machine-learning model could be integrated into computing devices and automated sensors to predict real-time whitefly population density within the entire plant canopy during scouting operations.
40036334	PWC tool to estimate pesticide soil concentrations for risk assessment of non-target soil organisms.	In Brazil, as of 2024, regulatory authorities are discussing establishing new guidelines for environmental risk assessment (ERA) of Plant Protection Products (PPPs) for non-target soil organisms. A critical aspect of this process is exposure estimates of non-target soil organisms to PPPs. The present work investigates the potential application of U.S. Environmental Protection Agency Pesticide in Water Calculator (PWC) modeling platform to estimate the Predicted Environmental Concentration in the soil (PECSOIL) as an option for exposure assessments. The objective of this exercise is to investigate the practicability and adaptability of PWC within the framework of a tiered risk assessment approach in Brazil. The PWC PECSOIL values were compared with two soil residue kinetics models: the United Kingdom Health and Safety Executive PECSOIL Calculator and ESCAPE. As a validation step, PWC PECSOIL estimates were compared with measured soil residue data from two Brazilian locations. The impact of location-specific local data-soil physical-chemical properties, meteorological data, application methods, and crop parameters-on PECSOIL is also discussed, especially parameters which are inherent to PWC but absent in other soil kinetics calculators. Based on this work, we found the PWC model useful for soil exposure determination, especially when it becomes necessary to refine the exposure estimates using locally relevant conditions to bring more realism to the evaluation process.
40036312	Assessing pyrethroid resistance mechanisms in individual Culex tarsalis (Diptera: Culicidae).	The evolution of pyrethroid insecticide resistance in Culex tarsalis Coquillett, a vector for West Nile and St. Louis encephalitis viruses, is a growing concern in Northern California. Common mechanisms of resistance include the target-site mutation, kdr, and increased levels of detoxification enzymes, such as mixed-function oxidases, GSTs, and esterases. The goal of this study was to compare the prevalence of kdr mutations (L1014F and L1014S) and detoxification enzymes between pyrethroid susceptible and resistant Cx. tarsalis individuals. Individual mosquitoes, categorized by resistance status from permethrin bottle bioassays, were prepared for both molecular and enzymatic testing by separating the legs of a mosquito from the remaining body. Legs were used to test for the presence of kdr mutations, while the bodies were used to test for the activity of detoxification enzymes. The number of phenylalanine (F) alleles present at the kdr target-site as well as levels of GST were increased in mosquitoes that survived the bottle bioassay compared to those that were knocked down. Individuals with 2 F alleles and an active GST level greater than or equal to 0.052 µg/ml showed a higher survival rate than either mechanism independently demonstrating resistance to pyrethroids in Cx. tarsalis is likely the result of multiple resistance mechanisms acting collectively. Further work is needed to determine the interplay of multiple resistance mechanisms to achieve phenotype resistance in this mosquito species.
40036185	Effects of soybean fields on the health of Apis mellifera (Hymenoptera: Apidae) in the Chaco ecoregion.	Honey bees (Apis mellifera) are important pollinators for natural and cultivated species. Due to their high sensitivity to stressors, they are also valuable indicators of environmental changes and agricultural management practices. In this study, we compared the performance and incidence of pesticides over sentinel hives within forest remnants with those within linear forest fragments (LFF) surrounded by soybean fields under conventional management. Sentinel hives in LFF showed some signs of deterioration, such as colony collapse, low numbers of brood frames, and pesticide occurrences, but honey production and the number of adult bees were similar to hives in the forest. Soybean pollen was scarce in honey and absent in bee bread, suggesting that bees may be relying more on wild plant species. We detected 5 pesticides (azoxystrobin, carbendazim, chlorpyrifos, imidacloprid, and coumaphos) in hives both at forests and LFF in pollen, bee bodies, and wax; pesticides in honey were detected in old sentinel hives (2 yr of exposition to agricultural conventional management). Only 2 of the 5 pesticides were applied in one of the farms under study, highlighting the importance of considering landscape-scale agricultural management. Our results indicate that conventional agriculture of soybean/maize primarily affected the performance of beehives, and pesticides were detected in honey only after long exposure to hives. Beekeeping in soybean fields in the Chaco could be feasible if cautions were followed, such as the conservation of forest fragments and key plant species, appropriate pesticide schedules, coordinated applications among farms, and linear forest remnants improvements.
40036018	Pyridaben as a novel fungicide against <i>Sphaerotheca fuliginea</i>, the causal agent of cucumber powdery mildew.	Pyridaben is a novel broad-spectrum insecticide and acaricide that is effective against thrips, mites, aphids and leafhoppers. We accidentally discovered that pyridaben was able to prevent cucumber powdery mildew. In this study, we explored the inhibitory effects and underlying mechanisms of pyridaben against <i>Sphaerotheca fuliginea</i>. Pyridaben effectively inhibited the spore germination and mycelial growth of <i>S. fuliginea</i> with IC<sub>50</sub> of 10.83 mg/L and 18.28 mg/L, respectively. The spore germination, mycelial growth, and secondary spore formation of <i>S. fuliginea</i> was severely hindered on cucumber leaves treated with pyridaben at 20 mg/L. SEM revealed that the mycelia growing on pyridaben-treated cucumber leaves were much finer than that growing on untreated leaves. Transcriptomic analysis revealed that pyridaben had a significant impact on the ribosomal function and energy metabolism of the powdery mildew pathogen, restricting its normal physiological activities. In field experiments, the efficacies of pyridaben reached 76.48% in Zhejiang province and 78.40% in Shandong province at the rate of 225 g a.i./ha after two applications, which were comparable to the commercialized fungicides. These results suggest pyridaben is not only an insecticide but also an effective fungicide with the potential for further application in preventing and controlling cucumber powdery mildew.
40036017	Flutriafol Drench Provides Season-long Protection of Boxwood Plantings Pre-infected by <i>Calonectria pseudonaviculata</i> in the Mid-Atlantic.	Flutriafol drench application on March 7 without and with additional applications at 8- and 20-week intervals all consistently protected boxwood plantings pre-infected by Calonectria pseudonaviculata in two gardens in Richmond, Virginia through November 21. All drench applications were dosed at 2 ml product with 42% flutriafol and delivered in 250 ml solution per 30.5-cm shrub height in both gardens. While providing season-long protection, this drench dose also resulted in significant phytotoxicity on 30.5-cm tall 'Justin Brouwers' boxwood but not on English and common boxwood, which were 1.4 and 1.1 m tall, respectively. Once the phytotoxicity issue is resolved, only a single drench per year may suffice to protect boxwood plantings in the Mid-Atlantic, which would substantially cut the labor cost and minimize the health impacts commonly associated with current fungicide foliar sprays.
40035918	Characterization of plant growth-promoting endophytic fungi from Aegle marmelos Corr. and their role in growth enhancement and yield in rice.	Plant growth-promoting endophytes (PGPE) are microorganisms which reside in plant tissues and are beneficial to the host in plant growth promotion and pathogen resistance. They are the eco-friendly and sustainable alternative to chemical fertilizers and pesticides. This study aimed to analyze the plant growth-promoting properties of the five endophytic fungal strains from the medicinal plant Aegle marmelos Corr. and evaluate their effects on Oryza sativa plants. Firstly, endophytes were isolated from the different parts of A. marmelos and identified by ITS sequencing. Phosphate solubilization ability was checked in Pikovskaya's agar medium, IAA secretion was measured by the Salkowski colourimetric method, and ACC deaminase activity was checked by Penrose's method. Four endophytic fungal strains with promising PGP activities were inoculated into rice seeds to check their growth promotion in rice. The strain Purpureocillium lilacinum (AMR2) enhanced the seed vigour of rice seeds and demonstrated excellent root colonization ability. Periconia byssoides (AML2) and Medicopsis romeroi (AMS3) were the most effective plant growth-promoting agents, leading to both crop yield improvement and enhanced plant morphological growth due to their great ability to solubilize inorganic phosphate, ACC deaminase activity and production of IAA and Gibberellin A3 (GA3). These endophytic strains could serve as microbial inoculants to enhance crop production, offering an eco-friendly alternative.
40035808	Seaweed-based PPO inhibitors as a new frontier in biological weed control for sorghum cultivation: from ocean to field.	Weed management, particularly of broad-leaf species, poses a significant challenge in sorghum production, potentially causing up to 70.9% yield loss. Conventionally, herbicides are the site-specific weed inhibitors often used to suppress the growth of these weeds. Protoporphyrinogen oxidase (PPO) is an important target for developing novel herbicides with remarkable selectivity against these broad-leaved weeds. In particular, saflufenacil is a selective PPO herbicide that can provide temporary relief. However, their prolonged use could lead to various environmental constraints and the evolution of resistant weeds. Recently, bioherbicides are emerging as an alternative to commercial herbicides with safer environmental profiles and combat resistance. On that note, this study aimed to identify novel and safer bioherbicides derived from seaweeds to outright bans on the use of most synthetic herbicides and address herbicide resistance. High-end computational screening strategies including molecular docking, binding free energy, in-house developed ML-based VS, and herbicide-likeness were used to pinpoint the lead molecule against the wild and mutant (∆G210) type AtPPO. Finally, molecular dynamics simulations were employed to validate the binding kinetics of the hit compound. Indeed, the bromophenol derivative BL003, isolated from brown algae, emerged as the hit compound from our analysis. Remarkably, BL003 demonstrated superior binding affinity and stability compared to saflufenacil against both wild-type AtPPO and the mutant AtPPO<sup>ΔG210</sup>. Thus, our findings could open new avenues for developing sustainable, seaweed-derived herbicides for sorghum cultivation. This research could contribute to the ongoing efforts to create environmentally friendly weed management solutions in agriculture.
40035488	Metabolomics as a Tool for Unraveling the Impact of Enantioselectivity in Cellular Metabolism.	Metabolomics is an emerging interdisciplinary field focused on the comprehensive analysis of all metabolites within biological samples, making it valuable for areas such as drug development, and environmental analysis. Many compounds, including pharmaceuticals and agrochemicals that have been extensively studied by metabolomics are chiral. The intrinsic chirality of biological targets can lead to a selective recognition of enantiomers resulting in distinct pharmacokinetic, pharmacodynamic and/or toxicological profiles (enantioselectivity). Given that metabolomics captures an instant snapshot of an organism's metabolic state, it serves as a powerful tool to investigate chiral compounds and understand enantioselective effects. Herein, a systematic compilation of scientific literature was performed and 48 enantioselectivity studies using metabolomics were selected. These studies revealed an increasing focus on chiral pesticides (77%), the use of animal models (59%), reliance on LC-MS techniques (52%), and predominantly untargeted approaches (83%). Enantioselective effects were described in most studies. This review describes significant advances in this emerging field and highlights the use of metabolomics to unravel the role of stereochemistry in cellular metabolism by the examination of enantiomer-specific metabolic effects. Furthermore, it elucidates enantioselectivity mechanism that can be further applied to other groups of chiral compounds.
